"wages","education","age","sex","language"
35.12,12,51,"Male","English"
6.78,12,18,"Female","English"
NA,20,53,"Male","English"
20.19,16.5,25,"Female","English"
19.2,NA,62,"Male","English"
20.3,17,34,"Female","English"
NA,12,45,"Female","English"
6.72,10.4,22,"Male",NA
NA,11,40,"Female","English"
11.17,NA,24,"Female","English"
NA,9,16,"Male","English"
13.57,NA,17,"Male",NA
NA,9,67,"Female","English"
NA,8,19,"Female","English"
6.7,13.5,23,"Female","English"
NA,10,40,"Female","English"
NA,13,86,"Female","English"
23.45,17.3,27,"Male","French"
34.56,18,44,"Male","English"
23.56,13,35,"Female","English"
NA,8,69,"Female","English"
NA,20,39,"Male","English"
18.46,16,63,"Male","English"
NA,10,23,"Female","English"
14.03,14,53,"Male","English"
NA,9,31,"Female","English"
NA,8,81,"Female","English"
27.97,17,51,"Female","Other"
23.2,20,35,"Female","English"
16.8,16,36,"Female","English"
6.7,12,18,"Female","English"
6.25,12,18,"Female","English"
24,NA,51,"Male","English"
NA,8,68,"Male","Other"
6.75,15,21,"Female","Other"
NA,12,32,"Male",NA
6.75,12,18,"Male","English"
NA,12,76,"Male","Other"
NA,8,65,"Female","English"
NA,10,16,"Male","English"
8.33,11,16,"Female","English"
14.33,NA,32,"Female","English"
NA,20,28,"Male","English"
18.32,17.4,44,"Female","English"
8.7,12.3,24,"Male","English"
20,12,48,"Male","Other"
NA,13.5,42,"Female","English"
NA,9,68,"Male","Other"
14.5,13,37,"Male","English"
NA,12,75,"Male","Other"
12.07,12,29,"Female","Other"
19.1,16,30,"Male","Other"
NA,12,18,"Male","English"
NA,17,38,"Female","Other"
10.83,12.5,29,"Female","English"
10,17,34,"Female","English"
NA,12,58,"Female","English"
14.41,12.9,45,"Female","Other"
10,12,21,"Male","Other"
NA,8,72,"Female","English"
8.87,NA,48,"Male","English"
NA,12,61,"Male","Other"
21.5,7,53,"Male","French"
NA,13,63,"Male","English"
28.8,10,43,"Male","English"
13.99,18.4,31,"Male","English"
29.27,11.5,38,"Female","English"
NA,10,76,"Female","English"
26.88,20,56,"Male","English"
NA,8,64,"Male","Other"
14,14.9,29,"Female","English"
NA,16.5,23,"Female","English"
NA,12,56,"Male","English"
NA,8,50,"Female","English"
NA,14.5,48,"Female","Other"
NA,12,90,"Female","Other"
NA,20,68,"Male","Other"
NA,12,73,"Male","English"
6.35,13,19,"Female","French"
17.92,17.5,32,"Female","English"
14.64,9.5,48,"Female","English"
12.27,11,26,"Female","English"
7.75,12,22,"Female","English"
11.6,12,40,"Male","English"
11.18,14.2,52,"Female","English"
NA,12,76,"Male","English"
12.88,12,48,"Female","English"
NA,10,16,"Male","English"
NA,8,71,"Male","English"
NA,9,16,"Male","English"
13.95,14.3,24,"Female","French"
NA,9,24,"Female","Other"
21.28,12.5,32,"Male","English"
7.03,10,43,"Female","English"
18.32,13.9,41,"Female","English"
NA,13,19,"Female","English"
19.8,17,41,"Male","English"
NA,12,37,"Female","English"
10.53,19,25,"Female","English"
7.99,16,24,"Female","English"
14,15,51,"Female","English"
NA,15,73,"Female","English"
NA,12.5,30,"Female","English"
8.01,14,20,"Female","French"
16.16,10,39,"Male","English"
14,12.1,38,"Male","English"
12.17,13,25,"Male","Other"
NA,12,37,"Female","English"
21.13,15,39,"Female","Other"
22.08,12.5,52,"Male","Other"
8.26,13.5,25,"Female","English"
10.55,12,33,"Female","English"
15,10,44,"Male","Other"
6.35,NA,17,"Male","English"
8.3,15,24,"Male","English"
10.11,12.5,37,"Female","English"
24.48,18,34,"Male","English"
NA,1,66,"Female","Other"
NA,9,66,"Female","English"
NA,15,70,"Female","English"
7.62,13.5,21,"Female","English"
26.4,17.9,48,"Female","English"
NA,10,67,"Male","English"
7.51,15.3,30,"Female","French"
17.76,14,35,"Female","Other"
NA,11.5,31,"Female","English"
29.57,18,48,"Male","English"
22.11,17,31,"Female","French"
17.94,10,37,"Male","English"
NA,15,74,"Male","English"
7.25,15,50,"Male","Other"
NA,10,16,"Female","English"
7.55,10,48,"Female","English"
NA,18,27,"Male","English"
NA,NA,41,"Female",NA
29.28,18,50,"Female","English"
NA,19,43,"Female","English"
13.52,12,31,"Male","English"
26.97,11,35,"Male","English"
13.92,16,23,"Male","English"
27.43,14.5,59,"Female","English"
NA,17,40,"Male","English"
16,12,44,"Female","English"
NA,16.1,33,"Male","English"
NA,12,49,"Female","English"
9.62,18.5,38,"Male","English"
13,13,49,"Male","English"
13.2,13,27,"Male","English"
NA,8,68,"Female","English"
31.2,18,37,"Male","English"
NA,10,59,"Female","French"
NA,13,34,"Male","English"
NA,10,68,"Male","English"
NA,10,74,"Female","Other"
NA,10,31,"Female","English"
NA,12,56,"Male","English"
NA,10.5,52,"Female","Other"
16.46,12.5,28,"Female","Other"
NA,13,30,"Female","English"
NA,19.3,44,"Male","English"
7.74,12,20,"Male","English"
21.6,12,39,"Male","English"
6.7,10.3,55,"Female","English"
12.82,12.5,35,"Female","English"
NA,12,68,"Female","English"
7.36,14,36,"Female","English"
6.65,12,51,"Female","English"
16,17,53,"Female","English"
18.94,9,53,"Male","English"
31.23,17,35,"Female","English"
16.78,13,56,"Male","English"
NA,10,42,"Male","French"
NA,12.5,64,"Male","English"
14.25,11.5,31,"Male","Other"
18.92,17,49,"Male","English"
7.23,15.5,25,"Female","English"
12,12,49,"Female","English"
24,16,36,"Female","English"
NA,8,57,"Male","English"
NA,13,33,"Female","English"
26.4,14,47,"Female","Other"
NA,16,69,"Male","English"
NA,8,63,"Male","English"
11.43,9,36,"Male","English"
NA,NA,22,"Female",NA
NA,5,68,"Female","English"
NA,14,21,"Male","English"
34.56,19,38,"Female","French"
9.06,13.8,21,"Male","English"
16.93,17,38,"Female","English"
NA,20,76,"Male","English"
11.25,12,32,"Male","Other"
42,17,65,"Male","English"
8.06,13,18,"Female","English"
17,15,53,"Male","Other"
30.66,7,57,"Female","Other"
NA,16,83,"Female","Other"
NA,14,54,"Male","English"
NA,10,33,"Female","English"
8.79,8,31,"Female","Other"
6.53,12.5,68,"Female",NA
34.8,16,42,"Male","English"
NA,7,63,"Female","Other"
7.85,9,47,"Female","English"
NA,8,67,"Female","French"
19.68,11.5,32,"Female","English"
17,16.5,29,"Female","English"
15.59,12.5,39,"Female","English"
20.48,5,52,"Male","English"
NA,13.3,51,"Male","Other"
NA,15,95,"Male","English"
NA,11,23,"Male","English"
6.76,12.5,40,"Female","English"
NA,12,64,"Male","English"
NA,NA,79,"Female","English"
6.83,12,18,"Female","English"
NA,5,69,"Male","French"
16.42,15,34,"Male","English"
NA,12,34,"Female","English"
NA,10,79,"Female","English"
NA,12,39,"Female","Other"
26.4,15,48,"Female","English"
NA,14.3,34,"Male","Other"
27.12,15,25,"Female","English"
27.74,12,55,"Female","English"
14.83,12.5,40,"Female","English"
18.58,16,34,"Male","Other"
13.8,9,50,"Male","French"
12.82,1.5,53,"Male","French"
NA,11,68,"Female","English"
NA,13.5,47,"Male","English"
7.72,13,18,"Female","English"
24.37,19.7,32,"Female","English"
NA,11,38,"Female","Other"
19,13,36,"Female","English"
10.58,9,58,"Female","French"
10,13,37,"Male","English"
NA,15.5,68,"Male","English"
7.51,8.3,46,"Female","French"
16.82,12.5,28,"Male","English"
NA,10,17,"Male","Other"
NA,9,53,"Male","English"
NA,17,42,"Male","English"
NA,12,46,"Female","French"
9.42,1,46,"Female","English"
6.08,12.1,29,"Female","English"
7,11,18,"Male","English"
8.65,13,20,"Male","English"
NA,12,21,"Female","English"
16.18,12,53,"Female","Other"
NA,NA,47,"Male","English"
12.5,12.5,31,"Female","English"
NA,9,75,"Female","English"
24.69,12,47,"Male","English"
NA,11,81,"Female","English"
19.2,12,38,"Female","Other"
NA,8,70,"Female","Other"
22.9,11,28,"Male","English"
14.35,12,37,"Male","English"
43.2,20,51,"Male","English"
23.75,14,47,"Male","English"
17.57,14,51,"Male","Other"
7.93,13,19,"Female","English"
19.75,14,48,"Female","English"
8.36,6,56,"Male","English"
18,16,32,"Female","English"
20,15,25,"Female","Other"
7.15,15.5,24,"Female","English"
30.88,12,62,"Male","English"
19.11,13.6,38,"Male","English"
NA,12,19,"Male","Other"
17.21,18,27,"Female","Other"
NA,9,67,"Female","English"
10.2,13,29,"Female","English"
32.64,16,39,"Male","Other"
NA,12,19,"Male","English"
NA,12.5,67,"Female","English"
NA,10,72,"Female","Other"
NA,14,67,"Male","English"
NA,12,35,"Female","English"
23.04,14,43,"Male","English"
19.25,10,58,"Female","French"
NA,14,70,"Female","English"
NA,10,68,"Male","English"
13.75,15.2,34,"Male","English"
NA,14,44,"Female","Other"
7,12.6,23,"Female","English"
23.3,10,59,"Male","English"
NA,11,81,"Female","Other"
NA,15.5,61,"Male","English"
18,8,46,"Male","English"
17.3,12.5,39,"Male","English"
NA,13,55,"Male","English"
18.57,15.1,45,"Male","English"
13.92,NA,53,"Female","English"
13.18,11,41,"Female","English"
NA,0,33,"Female","English"
6.7,10,16,"Female","English"
NA,12,36,"Male","Other"
45.5,8,55,"Male","Other"
NA,NA,25,"Male","English"
NA,12.5,40,"Male","English"
NA,12.3,41,"Female","Other"
NA,12.5,41,"Female","English"
18.33,20,37,"Male","English"
20.16,13,41,"Male","English"
14.26,12,31,"Female","English"
NA,11.5,61,"Female","English"
6.31,11.7,28,"Male","English"
NA,13,35,"Male","English"
5.8,8,27,"Female","English"
13.44,13,35,"Male","English"
NA,10,63,"Female","English"
14.29,15,41,"Male","English"
NA,11,69,"Male","English"
7,14,20,"Female","English"
6.5,15.5,30,"Female","English"
NA,12.9,34,"Male","Other"
NA,8,66,"Female","English"
NA,16,22,"Male","English"
NA,16,49,"Male","English"
NA,12,54,"Male","English"
36.94,10,40,"Male","French"
24,10.5,51,"Female","Other"
NA,18,73,"Female","English"
NA,11.6,34,"Female","English"
NA,8,60,"Male","English"
14.85,12.5,40,"Female","English"
13.73,12,31,"Male","English"
17.23,12.6,40,"Male","English"
NA,12,24,"Male","English"
29.15,17,32,"Male","English"
13.5,19,43,"Female","English"
17.5,14,45,"Male","English"
6.75,11,17,"Female","English"
19.68,12.1,39,"Male","English"
NA,16,22,"Female","English"
NA,14,81,"Male","Other"
NA,15,45,"Male","English"
NA,11,62,"Male","Other"
NA,11.5,71,"Male","English"
NA,5,67,"Female","Other"
16,9,27,"Male","Other"
14,17.4,34,"Female","English"
NA,11,39,"Male","English"
23.98,12.5,52,"Male","English"
19.37,10,51,"Male","English"
10.85,13.5,38,"Female","English"
NA,18,72,"Male","English"
6.5,12,18,"Male","English"
27,17,32,"Female","English"
7.18,11,16,"Male","English"
NA,16,63,"Female","English"
NA,12,21,"Male","English"
17.9,14.8,42,"Male","English"
25.44,12,39,"Male","English"
8,9,33,"Male","Other"
19.2,12,30,"Male","English"
17.22,11.5,58,"Male","English"
6.4,14,19,"Female","English"
14.3,9,52,"Male","English"
8.22,9,24,"Male","English"
18.24,10,28,"Male","English"
NA,13,76,"Male","English"
6.7,14.9,29,"Female","English"
17.76,6,56,"Male","Other"
22.93,16,43,"Male","English"
NA,8,68,"Female","English"
23.59,19,45,"Female","English"
14.08,13,44,"Female","English"
NA,NA,49,"Female","English"
NA,2,86,"Female","English"
NA,12,56,"Female","English"
10.22,12,29,"Male","English"
24,12,53,"Male","English"
NA,10.5,29,"Female","English"
NA,9,79,"Female","English"
NA,18,30,"Female","Other"
18.24,13.5,46,"Male","English"
7,10,28,"Male","English"
12,14,30,"Male","Other"
NA,8,73,"Female","Other"
NA,12.5,30,"Female","English"
NA,17,39,"Female","English"
21.12,12,36,"Female","English"
NA,17,35,"Male","English"
NA,8,75,"Female","English"
37.44,10,50,"Male","Other"
14.88,8,44,"Male","English"
20.4,13,31,"Male","Other"
NA,5,70,"Female","Other"
15.36,18.3,44,"Female","English"
9.75,13,28,"Male","English"
6.6,16.5,22,"Female","Other"
NA,9,63,"Female","English"
6.7,12.1,19,"Female","English"
24.43,17,45,"Male","English"
16.94,12.5,41,"Female","English"
29.16,14,52,"Male","Other"
NA,15.5,45,"Female","Other"
13.59,13,48,"Female","English"
NA,NA,82,"Female","Other"
NA,20,49,"Male","English"
NA,9,61,"Female","Other"
NA,10,55,"Female","English"
17.86,13,35,"Male","French"
23.69,NA,56,"Male","English"
NA,NA,44,"Male","English"
24.65,13,52,"Female",NA
11.01,12,27,"Female","English"
23.84,12.5,36,"Female","English"
NA,9.4,22,"Female","Other"
12.16,12.5,32,"Female","English"
10.08,16.5,48,"Female","English"
NA,9,62,"Male","Other"
NA,15,57,"Female","English"
NA,10,67,"Male","English"
14.71,10,47,"Female","French"
10.95,15,46,"Female","Other"
7.5,12,31,"Male","English"
10.24,14.6,29,"Female","English"
18.24,16,55,"Female","Other"
NA,9,63,"Female","Other"
7,12,28,"Female","English"
6.8,16.8,29,"Female","Other"
6.4,13.8,24,"Male","French"
23,17,27,"Male","English"
6.48,12,20,"Female","English"
NA,12,41,"Male","English"
7.2,11,48,"Female","English"
23.67,NA,29,"Female","English"
NA,10.7,70,"Female","French"
15.88,15.5,24,"Female","English"
NA,8,65,"Male","English"
NA,12.5,45,"Female","English"
NA,14,25,"Female","French"
15.53,12.7,24,"Female","French"
8.6,16.7,60,"Female","English"
6.7,12.2,17,"Male","English"
25,13,62,"Female","English"
15.06,13,44,"Female","English"
NA,8,74,"Male","English"
NA,12,41,"Female","English"
14.37,12.5,29,"Female","Other"
7.6,13,24,"Male","English"
4.94,13.5,59,"Male","English"
NA,8.5,33,"Female","English"
14,11,40,"Male","English"
19.2,18.1,28,"Male","English"
NA,8,64,"Female","Other"
NA,15,62,"Male","English"
21.03,11,41,"Male","English"
NA,14,28,"Male","English"
NA,16,23,"Female","Other"
22.56,20,50,"Female","Other"
NA,8,80,"Female","English"
21.49,12,44,"Male","English"
21.72,16.5,29,"Female","English"
NA,7,59,"Male","English"
NA,11,18,"Male","English"
10.2,18,35,"Male","Other"
21.45,12,32,"Male","French"
18.68,15,27,"Male","English"
11.64,18.2,44,"Female","English"
NA,11,28,"Female","English"
15.36,10,39,"Female","English"
12.15,14,35,"Male","English"
5,15.2,35,"Female","English"
22,17,37,"Female","English"
NA,14,51,"Male","English"
NA,13,53,"Female","English"
10.5,8.5,63,"Male","English"
NA,12,80,"Female","English"
13.73,10,55,"Male","English"
NA,13,72,"Male","English"
8.5,13.5,28,"Female","French"
28.86,10,62,"Male","Other"
10.41,17,23,"Male","English"
NA,11,64,"Male","French"
19.08,14,34,"Female","English"
NA,NA,66,"Male","English"
9.74,16.3,24,"Female","English"
NA,8,40,"Male","French"
NA,13,30,"Female","English"
NA,14,36,"Female","English"
6.7,10,61,"Female","English"
19,15.1,48,"Female","English"
31.19,15,44,"Male","English"
NA,NA,16,"Male",NA
14.81,13.6,23,"Male","Other"
8.81,14,40,"Male","English"
18.24,15,31,"Female","English"
20.83,11,40,"Male","English"
NA,8,78,"Female","Other"
NA,12,18,"Female","English"
NA,NA,59,"Female",NA
20.16,12,39,"Male","French"
NA,12,34,"Female","English"
14,10,27,"Male","English"
18.94,13,36,"Female","English"
6.45,10,16,"Male","English"
11.67,12,27,"Female","English"
10.83,18,29,"Male","English"
NA,8,66,"Female","English"
NA,8,73,"Female","English"
NA,14,20,"Male","English"
NA,NA,40,"Male",NA
21.25,8,65,"Male","Other"
8.92,12,42,"Male","English"
11.06,12.5,32,"Female","English"
14.4,12,60,"Male","English"
17.28,18,33,"Male","English"
NA,9,68,"Female","English"
12.85,14.1,27,"Female","French"
29.84,14,28,"Male","English"
NA,NA,26,"Male",NA
NA,8,21,"Female","Other"
NA,12,24,"Female","English"
NA,15.5,48,"Female","English"
NA,18.3,38,"Female","English"
NA,5,78,"Female","Other"
19.2,12,37,"Female","English"
8.4,13.5,43,"Female","Other"
14.03,20,59,"Male","French"
NA,9,67,"Male","English"
NA,10,30,"Male","French"
NA,15,86,"Female","English"
NA,8,47,"Female","English"
23.04,20,36,"Female","English"
15.36,14.4,28,"Male","English"
NA,8,67,"Female","English"
NA,11,17,"Male",NA
NA,8,84,"Female","English"
12.72,16,24,"Female","English"
NA,18,27,"Male","Other"
32.64,9,53,"Male","English"
NA,0,61,"Female","Other"
31.15,14.5,44,"Female","English"
15.57,13.5,30,"Male","English"
NA,12,20,"Male","English"
NA,8,89,"Male","English"
17.85,12.5,54,"Female","English"
NA,19,27,"Male","English"
14.25,12,36,"Male","French"
15,13.5,38,"Male","English"
9.75,NA,47,"Female","Other"
15.31,15,32,"Female","Other"
NA,12,43,"Male","English"
12,12.5,49,"Female","English"
13.96,13.5,40,"Male","English"
NA,8,55,"Female","English"
NA,10,59,"Male","French"
15,4,53,"Male","Other"
30.59,14.5,32,"Male","English"
18.33,14,29,"Female","English"
11.25,12,60,"Male","English"
NA,NA,27,"Female","English"
7,12,18,"Female","Other"
NA,13,31,"Male","English"
3.26,11.5,37,"Male","French"
15,10,42,"Male","English"
NA,12.5,65,"Male","English"
19,14,33,"Male","English"
NA,12,32,"Female","English"
NA,14,26,"Female","English"
29.76,9,51,"Male","English"
NA,11,66,"Male","English"
NA,12,62,"Female","English"
NA,19,55,"Male","Other"
6.74,11.6,18,"Female","English"
8,12,22,"Female","English"
12.67,12,33,"Male","Other"
NA,14,72,"Female","English"
NA,11,69,"Female","English"
13.77,13.5,27,"Female",NA
14.46,13.5,39,"Male","English"
NA,16.3,29,"Male","English"
12,13,33,"Male","French"
29.44,16,50,"Male","English"
NA,4,56,"Male","Other"
NA,17,66,"Male","English"
23.79,17.6,32,"Female","English"
9,10,54,"Female","English"
NA,15,81,"Female","English"
24,15,46,"Male","Other"
8.57,12.8,31,"Female","English"
NA,12.5,53,"Female","English"
7.25,12,53,"Female","English"
6.25,9,44,"Female","Other"
12,8,42,"Male","English"
NA,14,69,"Female","English"
NA,10,64,"Male","Other"
NA,13,38,"Female",NA
NA,9,70,"Female","English"
NA,10,69,"Male","English"
28.83,14,37,"Female","English"
NA,12.5,23,"Male","English"
19.02,12,38,"Male","English"
14,12,29,"Female","English"
NA,11,57,"Female","English"
NA,14,56,"Male","Other"
17,12.3,40,"Female","English"
8.7,16.3,22,"Male","English"
NA,NA,34,"Male","English"
NA,14.5,34,"Male","English"
NA,8,73,"Male","English"
NA,13.5,33,"Male","English"
18.22,6,28,"Male","English"
NA,11,47,"Female","English"
NA,10,84,"Female","English"
NA,13,73,"Male","English"
16.84,15,47,"Female","English"
6.95,14.5,20,"Male","English"
NA,13,32,"Female","English"
9.73,14,49,"Female","English"
NA,16.6,25,"Male","English"
NA,18,46,"Male","English"
18.25,12.5,41,"Female","English"
23.14,13,43,"Male","English"
12.4,16.5,24,"Female","English"
NA,8,51,"Female","French"
7.47,10,32,"Female","English"
3.84,13,32,"Male","English"
8.5,12,36,"Female","English"
NA,13,18,"Female","English"
NA,10,16,"Male","English"
7.62,15,24,"Male","English"
11.65,13.3,22,"Male","English"
18.65,17,42,"Male","English"
NA,13,47,"Female","English"
NA,12,71,"Female","Other"
38.4,19,37,"Male","English"
NA,10.5,34,"Female","Other"
22,16,28,"Female","English"
NA,8,68,"Male","English"
17,10.5,42,"Female","English"
NA,12,74,"Female","English"
NA,12,71,"Male","English"
NA,0,82,"Female","English"
25.79,19,41,"Female","English"
24.71,NA,43,"Female",NA
16,9,42,"Female","English"
16.3,16,30,"Male","Other"
15.36,14,43,"Male","English"
NA,14.5,60,"Female","English"
NA,13,73,"Female","English"
NA,15,26,"Male","Other"
NA,10,48,"Male","English"
NA,12,70,"Male","English"
15,15,32,"Female","English"
NA,16.5,68,"Male","Other"
23,6,57,"Male","Other"
NA,14,63,"Male","English"
14.29,18,34,"Male","English"
21.75,13,34,"Female","English"
NA,5,67,"Female","Other"
9,8,27,"Male","English"
17,12.5,37,"Male","Other"
NA,15,66,"Male","English"
11.94,11.6,20,"Female","English"
11.4,8,37,"Female","Other"
NA,15,86,"Female","English"
NA,12,33,"Male","English"
NA,16,31,"Male","English"
NA,15,38,"Male","English"
22.56,12.5,31,"Male","English"
NA,9,60,"Female","English"
28.67,19,35,"Male","English"
16.66,11,53,"Female","Other"
6.7,14.5,20,"Female","English"
NA,12,60,"Male","English"
NA,8,79,"Female","English"
19.28,10,49,"Male","English"
NA,NA,45,"Male","English"
NA,12,67,"Male","Other"
10.44,10,69,"Female","English"
12.07,13,43,"Female","English"
