"intnum","persnum","age","educatn","earnings","hours","kids","married"
9007,2,41,14,26000,2400,2,"married"
9009,2,42,12,8000,1020,3,"married"
9013,2,47,12,150,32,4,"married"
9014,2,31,16,30000,1804,3,"married"
9016,2,33,12,20000,1807,3,"married"
9018,2,38,9,2450,208,2,"separated"
9019,2,44,12,8667,807,3,"married"
9019,5,34,8,1042,867,1,"never married"
9020,2,31,15,800,240,3,"married"
9023,1,50,12,0,0,1,"never married"
9024,2,49,10,0,0,2,"widowed"
9035,172,46,3,0,0,99,"no histories"
9036,2,38,3,0,0,5,"married"
9041,170,49,6,6800,1600,99,"no histories"
9043,2,39,0,6000,1072,1,"married"
9043,171,39,4,425,100,1,"married"
9045,2,43,3,5000,1805,7,"married"
9052,2,42,3,11000,2580,1,"married"
9053,2,40,12,0,0,4,"divorced"
9054,170,33,9,3200,160,2,"divorced"
9055,1,35,9,0,0,5,"never married"
9057,2,31,16,15600,1750,2,"married"
9059,2,50,17,25000,2270,2,"married"
9061,2,49,14,0,0,4,"married"
9064,1,33,11,800,260,6,"divorced"
9065,1,50,7,9000,2142,2,"widowed"
9066,2,31,12,0,0,2,"married"
9067,2,41,99,85018,4056,1,"married"
9069,2,38,4,18000,1920,4,"married"
9070,2,32,12,30,6,2,"married"
9072,1,38,12,0,0,3,"never married"
9075,170,30,1,0,0,98,"widowed"
9077,2,44,12,35000,2016,3,"married"
9078,2,46,12,26000,2024,2,"married"
9080,2,35,12,2500,593,2,"married"
9081,2,49,12,8000,1512,4,"married"
9082,2,44,12,16000,1750,1,"divorced"
9083,2,35,12,13000,1907,3,"married"
9085,2,39,12,11000,1605,5,"divorced"
9087,1,34,12,0,0,2,"divorced"
9090,2,35,8,395,50,2,"married"
9095,171,44,7,0,0,5,"married"
9098,2,30,99,25000,2075,0,"married"
9099,2,40,99,0,0,0,"married"
9101,170,44,99,0,0,0,"married"
9104,2,49,6,3910,920,2,"married"
9106,2,46,12,25800,1968,3,"married"
9114,2,39,99,39000,2040,0,"married"
9115,1,45,12,14000,1190,1,"divorced"
9116,2,45,6,0,2080,5,"married"
9117,2,37,12,0,0,3,"married"
9121,1,30,3,13000,1736,6,"separated"
9122,2,49,8,0,0,3,"married"
9123,1,37,11,0,0,4,"divorced"
9125,2,45,12,0,0,3,"married"
9127,2,33,12,15000,2000,2,"married"
9129,2,37,10,9000,1854,4,"married"
9131,2,32,11,20000,2040,2,"married"
9135,2,35,11,7000,1162,3,"married"
9137,2,33,12,200,520,4,"married"
9138,1,46,11,0,0,3,"separated"
9139,1,42,12,9500,1482,4,"divorced"
9141,2,49,12,0,0,2,"married"
9144,2,37,15,0,0,1,"married"
9147,2,36,12,13250,2300,5,"married"
9150,2,44,12,15000,2020,6,"married"
9150,172,47,6,0,0,99,"no histories"
9151,1,36,8,1000,1170,4,"divorced"
9153,1,33,12,0,0,2,"never married"
9155,1,41,1,900,72,3,"widowed"
9156,2,47,12,7000,992,1,"married"
9157,2,50,99,0,0,98,"married"
9158,3,42,12,1920,336,3,"divorced"
9160,2,38,6,0,0,2,"married"
9161,2,47,99,0,0,4,"married"
9162,2,40,12,21000,1916,2,"married"
9163,2,41,12,25000,2016,4,"married"
9164,2,33,12,13000,2040,3,"married"
9165,2,39,6,5000,260,1,"married"
9169,2,34,16,25000,2040,3,"married"
9176,2,33,6,20000,1991,2,"married"
9177,2,38,12,0,0,3,"married"
9183,1,39,11,3600,1872,6,"separated"
9191,2,36,12,14000,1990,2,"married"
9192,2,48,12,0,0,6,"married"
9196,2,44,12,23000,2200,1,"married"
9200,2,48,8,0,0,3,"married"
9201,2,32,8,0,4004,3,"married"
9202,1,45,1,0,0,3,"widowed"
9203,2,34,12,1500,357,3,"married"
9204,1,38,6,0,0,2,"separated"
9206,1,40,14,0,0,0,"never married"
9207,171,46,11,24002,3120,99,"no histories"
9208,5,31,12,2000,2080,0,"never married"
9212,1,37,17,35000,2060,3,"married"
9212,174,35,12,0,0,1,"married"
9215,2,44,99,0,400,0,"married"
9216,2,47,16,50000,2250,0,"married"
9217,2,48,12,0,1907,2,"married"
9221,2,42,14,12182,910,3,"never married"
9223,2,46,11,1000,3084,4,"married"
9225,170,38,0,0,0,98,"divorced"
9230,2,38,12,26000,1949,2,"married"
9232,1,36,4,3283,416,2,"never married"
9233,1,50,9,10000,960,3,"divorced"
9234,1,47,12,28000,2160,2,"divorced"
9235,2,39,12,17000,1900,3,"married"
9238,1,38,8,0,0,3,"separated"
9239,2,30,6,0,0,4,"never married"
9240,2,36,10,5600,840,3,"married"
9241,1,38,8,0,0,5,"divorced"
9243,1,40,7,0,0,3,"divorced"
9244,2,37,8,13000,2000,0,"married"
9245,1,33,12,0,0,3,"never married"
9246,2,40,12,18000,1920,1,"married"
9248,1,43,14,70000,2295,2,"divorced"
9249,2,36,12,0,0,0,"never married"
9252,2,49,9,505,52,5,"married"
9254,2,37,6,9000,1713,3,"married"
9255,170,35,16,49000,1936,0,"never married"
9256,2,42,12,12000,1970,5,"married"
9262,1,41,11,25000,2205,2,"married"
9263,2,44,13,8000,1080,3,"married"
9264,1,40,9,0,0,3,"never married"
9266,1,49,9,15000,1480,3,"never married"
9269,2,50,12,15857,1820,2,"married"
9271,2,50,12,9600,2190,5,"married"
9273,2,31,0,0,0,3,"married"
9274,2,42,3,0,0,3,"married"
9276,2,35,1,0,0,3,"married"
9279,2,46,99,19000,1209,0,"married"
9280,2,30,6,0,0,2,"married"
9281,2,39,9,0,0,2,"never married"
9284,1,34,12,300,357,2,"separated"
9285,4,41,8,1800,410,98,"divorced"
9286,2,45,12,20080,2040,2,"divorced"
9292,2,41,6,13000,2448,5,"married"
9293,1,32,10,0,0,4,"never married"
9294,2,37,12,0,0,2,"married"
9297,2,42,2,3000,1040,4,"married"
9301,2,43,12,0,0,2,"married"
9302,1,37,8,22045,2793,98,"divorced"
9305,2,40,6,134,30,3,"married"
9306,2,37,17,33000,2423,4,"married"
