"spell","censor1","censor2","censor3","censor4","age","ui","reprate","disrate","logwage","tenure"
11,1,0,0,0,52,"yes",0.405,0.162,6.12687,9
3,0,0,1,0,22,"no",0.5,0.2,4.95583,0
2,0,0,1,0,22,"no",0.5,0.2,4.61512,0
5,0,1,0,0,20,"no",0.5,0.2,5.24175,2
2,1,0,0,0,25,"no",0.5,0.2,5.3845,0
12,0,0,1,0,56,"yes",0.5,0.2,4.89035,0
3,1,0,0,0,31,"yes",0.5,0.2,5.46806,8
1,1,0,0,0,42,"no",0.49,0.196,5.93754,10
3,0,0,0,1,25,"no",0.5,0.2,5.64897,0
6,0,0,0,1,56,"yes",0.52,0.083,5.64897,38
6,0,0,0,1,49,"yes",0.52,0.083,5.64897,30
10,0,0,0,1,36,"yes",0.375,0.042,6.34212,0
5,1,0,0,0,21,"yes",0.52,0.125,5.24175,1
1,0,0,0,1,23,"yes",0.52,0.125,5.24175,2
6,0,0,0,1,39,"yes",0.3,0.033,6.56527,2
6,0,0,0,1,35,"yes",0.52,0.1,5.46806,2
16,0,0,0,1,32,"yes",0.45,0.05,6.16121,7
7,0,1,0,0,32,"no",0.52,0.143,5.11199,0
10,0,0,0,1,32,"yes",0.375,0.042,6.34212,13
18,0,0,0,1,29,"yes",0.52,0.078,5.71373,1
1,1,0,0,0,28,"yes",0.52,0.161,4.99043,1
3,0,0,0,1,48,"no",0.45,0.05,6.16121,6
3,0,0,1,0,34,"no",0.52,0.063,5.93754,3
3,1,0,0,0,57,"yes",0.52,0.161,4.99043,27
5,0,0,1,0,47,"yes",0.52,0.063,5.93754,3
11,1,0,0,0,43,"yes",0.5,0.15,5.64897,11
17,1,0,0,0,29,"yes",0.438,0.131,6.05444,3
2,0,0,0,1,33,"no",0.5,0.15,5.46806,0
3,0,0,1,0,40,"no",0.5,0.15,5.57973,7
5,0,0,0,1,31,"no",0.5,0.15,5.42495,4
3,1,0,0,0,35,"yes",0.5,0.15,5.80513,15
11,0,0,0,1,28,"no",0.5,0.15,5.44674,0
2,0,0,1,0,30,"no",0.394,0.118,6.16121,1
2,0,0,1,0,35,"no",0.328,0.099,6.34212,0
4,1,0,0,0,29,"yes",0.5,0.15,5.64897,10
16,0,0,1,0,45,"yes",0.41,0.123,6.1203,2
3,1,0,0,0,24,"yes",0.428,0.128,6.07764,1
14,0,0,0,1,36,"yes",0.298,0.09,6.43775,1
6,0,0,0,1,43,"yes",0.358,0.107,6.25575,4
1,0,0,0,1,23,"no",0.5,0.15,4.77068,0
13,0,0,1,0,34,"yes",0.394,0.118,6.16121,9
2,0,0,1,0,26,"no",0.5,0.15,5.24175,3
9,1,0,0,0,20,"yes",0.358,0.107,6.25575,0
5,1,0,0,0,33,"yes",0.5,0.15,5.11199,0
10,0,0,0,1,31,"no",0.328,0.099,6.34212,4
14,0,1,0,0,36,"yes",0.367,0.073,6.00881,2
1,0,0,1,0,34,"yes",0.343,0.069,6.07764,2
6,0,0,0,1,32,"no",0.263,0.053,6.34212,4
1,1,0,0,0,35,"no",0.395,0.079,5.93754,0
2,0,1,0,0,28,"no",0.5,0.1,5.46806,0
12,0,0,1,0,24,"yes",0.5,0.1,5.46806,1
2,0,0,0,1,45,"yes",0.455,0.091,5.79606,4
3,0,1,0,0,32,"no",0.5,0.1,4.95583,2
5,0,0,0,1,35,"no",0.5,0.1,4.92725,0
1,1,0,0,0,26,"no",0.5,0.1,5.64897,0
3,0,0,1,0,37,"no",0.5,0.1,4.7362,2
2,0,0,1,0,25,"yes",0.316,0.063,6.16121,2
2,0,0,1,0,22,"no",0.5,0.1,5.24175,2
2,1,0,0,0,27,"no",0.316,0.063,6.16121,3
7,0,0,0,1,26,"yes",0.421,0.084,5.87212,4
2,1,0,0,0,22,"yes",0.585,0.038,5.50533,0
1,0,0,1,0,33,"no",0.498,0.033,5.66643,3
1,0,0,1,0,20,"no",0.591,0.053,5.19296,0
1,0,0,1,0,33,"no",0.569,0.037,5.53339,1
17,1,0,0,0,27,"yes",0.507,0.033,5.64897,2
1,0,1,0,0,26,"no",0.591,0.071,4.89035,1
10,0,0,0,1,51,"yes",0.52,0.006,5.80513,2
1,1,0,0,0,32,"no",0.385,0.004,6.25575,9
3,1,0,0,0,43,"yes",0.55,0.029,5.11199,5
3,0,0,0,1,42,"yes",0.318,0.008,6.34212,4
1,1,0,0,0,28,"no",0.55,0.02,5.4848,0
7,1,0,0,0,43,"yes",0.497,0.013,5.89715,8
1,0,0,1,0,22,"no",0.5,0.25,5.24175,0
3,1,0,0,0,27,"yes",0.489,0.245,5.88053,10
3,0,0,0,1,23,"no",0.5,0.25,5.24175,2
3,0,0,1,0,29,"yes",0.37,0.185,6.16121,0
1,1,0,0,0,58,"no",0.463,0.231,5.93754,5
5,0,0,1,0,23,"yes",0.5,0.25,4.95583,3
2,0,0,0,1,21,"no",0.5,0.25,5.24175,0
4,0,0,0,1,27,"yes",0.463,0.231,5.93754,0
11,0,0,0,1,51,"yes",0.5,0.25,4.55388,0
3,0,0,0,1,28,"yes",0.44,0.22,5.98645,2
6,0,0,1,0,36,"yes",0.5,0.25,5.24175,0
22,0,1,0,0,39,"yes",0.5,0.25,5.80513,8
2,0,0,1,0,39,"no",0.5,0.25,4.55388,0
1,0,1,0,0,27,"no",0.612,0.122,5.44674,0
7,0,0,0,1,25,"yes",0.375,0.075,5.93754,2
2,0,1,0,0,27,"no",0.624,0.125,5.42495,2
2,0,0,1,0,47,"yes",0.429,0.086,5.80513,5
3,0,0,1,0,35,"no",0.449,0.09,5.75574,10
3,0,0,0,1,33,"yes",0.371,0.074,5.94803,2
2,1,0,0,0,38,"no",0.577,0.115,5.50533,1
4,1,0,0,0,31,"no",0.169,0.034,6.73697,8
2,0,1,0,0,44,"no",0.375,0.075,5.93754,2
3,0,0,1,0,37,"yes",0.357,0.071,5.98645,15
9,0,0,0,1,20,"no",0.5,0.1,5.64897,0
3,0,0,0,1,43,"yes",0.469,0.094,5.71373,10
1,0,0,1,0,29,"yes",0.624,0.125,5.42495,6
5,0,0,1,0,34,"no",0.25,0.05,6.34212,15
1,1,0,0,0,49,"no",0.375,0.075,5.93754,20
9,0,0,1,0,27,"yes",0.263,0.053,6.29157,3
3,0,1,0,0,45,"no",0.5,0.25,5.24175,9
3,0,1,0,0,23,"no",0.5,0.25,4.89035,1
13,0,0,0,1,28,"yes",0.5,0.25,5.24175,4
2,0,0,0,1,46,"yes",0.352,0.176,6.27099,4
14,1,0,0,0,35,"yes",0.5,0.25,5.7301,8
6,0,0,0,1,24,"no",0.5,0.25,5.24175,0
4,1,0,0,0,29,"yes",0.5,0.25,5.24175,3
1,0,0,1,0,37,"no",0.493,0.246,5.93754,0
3,0,0,1,0,29,"no",0.5,0.25,4.95583,2
4,1,0,0,0,21,"yes",0.5,0.25,5.24175,1
2,0,0,0,1,48,"no",0.5,0.25,5.46806,2
11,0,0,1,0,27,"yes",0.5,0.25,5.02388,0
7,0,0,0,1,54,"yes",0.5,0.25,5.42495,0
18,0,0,0,1,48,"yes",0.5,0.25,5.24175,2
21,0,0,1,0,36,"yes",0.5,0.25,5.80513,2
6,0,0,1,0,37,"yes",0.358,0.179,6.25575,1
3,0,0,1,0,43,"yes",0.494,0.247,5.93489,17
13,0,1,0,0,51,"yes",0.293,0.088,6.49678,8
6,0,0,1,0,43,"no",0.5,0.15,5.93754,10
7,0,0,0,1,32,"yes",0.305,0.091,6.45677,0
2,1,0,0,0,23,"no",0.5,0.15,5.24175,0
7,0,0,1,0,40,"yes",0.456,0.137,6.05444,3
1,0,1,0,0,45,"no",0.5,0.15,5.44674,2
2,0,0,1,0,47,"no",0.456,0.044,5.76832,12
2,0,0,1,0,40,"no",0.5,0.12,4.77068,1
10,0,0,0,1,44,"yes",0.257,0.025,6.34212,10
11,1,0,0,0,53,"yes",0.5,0.063,5.42495,18
1,0,0,1,0,20,"no",0.416,0.041,5.85793,0
4,0,0,0,1,33,"yes",0.494,0.048,5.69036,1
2,0,0,0,1,56,"yes",0.5,0.05,5.64897,0
2,1,0,0,0,37,"no",0.5,0.058,5.50533,0
6,1,0,0,0,37,"yes",0.305,0.152,6.42325,0
3,0,0,0,1,33,"yes",0.396,0.198,6.16121,0
3,0,0,1,0,47,"yes",0.396,0.198,6.16121,3
5,0,1,0,0,39,"yes",0.52,0.26,4.95583,2
7,0,0,0,1,44,"no",0.396,0.198,6.16121,1
1,1,0,0,0,35,"no",0.52,0.26,5.22575,4
2,0,1,0,0,28,"no",0.52,0.26,5.56068,0
5,0,1,0,0,24,"yes",0.52,0.26,5.24175,2
15,0,0,0,1,48,"yes",0.49,0.245,5.94803,1
10,1,0,0,0,27,"yes",0.52,0.26,5.79301,2
5,0,0,1,0,40,"yes",0.52,0.26,5.57215,4
11,0,0,1,0,41,"yes",0.52,0.26,5.69373,3
4,0,0,0,1,27,"yes",0.499,0.249,5.92959,0
5,0,0,0,1,30,"yes",0.52,0.26,5.80513,6
1,1,0,0,0,29,"no",0.52,0.26,5.24175,3
8,1,0,0,0,36,"yes",0.104,0.052,7.49554,0
