"HomeTeam","AwayTeam","HomeGoals","AwayGoals","Round","Year","Date"
"Werder Bremen","VfL Bochum",2,0,12,2000,2000-11-11 14:15:00
"Eintracht Frankfurt","1. FC Kaiserslautern",3,1,12,2000,2000-11-12 11:30:00
"Energie Cottbus","VfB Stuttgart",2,1,12,2000,2000-11-12 11:30:00
"VfB Stuttgart","TSV 1860 Muenchen",2,2,13,2000,2000-11-17 14:15:00
"Bayern Muenchen","Eintracht Frankfurt",1,2,13,2000,2000-11-18 09:30:00
"1. FC Kaiserslautern","SC Freiburg",0,2,13,2000,2000-11-18 09:30:00
"1. FC Koeln","Hansa Rostock",5,2,13,2000,2000-11-18 09:30:00
"VfL Wolfsburg","Werder Bremen",1,1,13,2000,2000-11-18 09:30:00
"Hertha BSC Berlin","Schalke 04",0,4,13,2000,2000-11-18 09:30:00
"Hamburger SV","Bayer Leverkusen",1,3,13,2000,2000-11-18 14:15:00
"SpVgg Unterhaching","Energie Cottbus",2,1,13,2000,2000-11-19 11:30:00
"VfL Bochum","Borussia Dortmund",1,1,13,2000,2000-11-19 11:30:00
"Schalke 04","VfL Bochum",2,1,14,2000,2000-11-24 14:15:00
"SC Freiburg","Bayern Muenchen",1,1,14,2000,2000-11-25 09:30:00
"Borussia Dortmund","VfL Wolfsburg",2,1,14,2000,2000-11-25 09:30:00
"Energie Cottbus","1. FC Koeln",0,2,14,2000,2000-11-25 09:30:00
"Eintracht Frankfurt","Hertha BSC Berlin",0,4,14,2000,2000-11-25 09:30:00
"Hansa Rostock","Hamburger SV",1,0,14,2000,2000-11-25 14:15:00
"TSV 1860 Muenchen","SpVgg Unterhaching",0,2,14,2000,2000-11-26 11:30:00
"Werder Bremen","VfB Stuttgart",1,0,14,2000,2000-11-26 11:30:00
"Bayer Leverkusen","1. FC Kaiserslautern",4,2,14,2000,2000-11-26 12:00:00
"1. FC Koeln","TSV 1860 Muenchen",4,0,15,2000,2000-12-02 09:30:00
"VfB Stuttgart","Borussia Dortmund",0,2,15,2000,2000-12-02 09:30:00
"VfL Wolfsburg","Schalke 04",2,0,15,2000,2000-12-02 09:30:00
"VfL Bochum","Eintracht Frankfurt",2,1,15,2000,2000-12-02 09:30:00
"Hertha BSC Berlin","SC Freiburg",2,2,15,2000,2000-12-02 09:30:00
"Bayern Muenchen","Bayer Leverkusen",2,0,15,2000,2000-12-02 14:15:00
"1. FC Kaiserslautern","Hamburger SV",2,1,15,2000,2000-12-03 11:30:00
"Energie Cottbus","Hansa Rostock",1,0,15,2000,2000-12-03 11:30:00
"SpVgg Unterhaching","Werder Bremen",0,0,15,2000,2000-12-20 12:15:00
"Eintracht Frankfurt","VfL Wolfsburg",1,2,16,2000,2000-12-08 14:15:00
"TSV 1860 Muenchen","Hansa Rostock",2,1,16,2000,2000-12-09 09:30:00
"SC Freiburg","VfL Bochum",5,0,16,2000,2000-12-09 09:30:00
"Schalke 04","VfB Stuttgart",2,1,16,2000,2000-12-09 09:30:00
"Borussia Dortmund","SpVgg Unterhaching",3,0,16,2000,2000-12-09 09:30:00
"1. FC Kaiserslautern","Bayern Muenchen",0,0,16,2000,2000-12-09 14:15:00
"Bayer Leverkusen","Hertha BSC Berlin",4,0,16,2000,2000-12-10 11:30:00
"Werder Bremen","1. FC Koeln",2,1,16,2000,2000-12-10 11:30:00
"Hamburger SV","Energie Cottbus",2,1,16,2000,2000-12-10 11:30:00
"SpVgg Unterhaching","Schalke 04",0,2,17,2000,2000-12-12 12:15:00
"VfB Stuttgart","Eintracht Frankfurt",4,1,17,2000,2000-12-12 14:15:00
"VfL Wolfsburg","SC Freiburg",1,2,17,2000,2000-12-12 14:15:00
"VfL Bochum","Bayer Leverkusen",3,2,17,2000,2000-12-13 12:15:00
"Bayern Muenchen","Hamburger SV",2,1,17,2000,2000-12-13 14:15:00
"Hansa Rostock","Werder Bremen",5,2,17,2000,2000-12-13 14:15:00
"1. FC Koeln","Borussia Dortmund",0,0,17,2000,2000-12-13 14:15:00
"Hertha BSC Berlin","1. FC Kaiserslautern",2,4,17,2000,2000-12-13 14:15:00
"Energie Cottbus","TSV 1860 Muenchen",2,3,17,2000,2000-12-13 14:15:00
"SpVgg Unterhaching","Eintracht Frankfurt",2,0,18,2000,2000-12-15 14:15:00
"VfL Bochum","1. FC Kaiserslautern",0,1,18,2000,2000-12-16 09:30:00
"VfL Wolfsburg","Bayer Leverkusen",2,0,18,2000,2000-12-16 09:30:00
"VfB Stuttgart","SC Freiburg",0,0,18,2000,2000-12-16 09:30:00
"1. FC Koeln","Schalke 04",2,2,18,2000,2000-12-16 09:30:00
"Hansa Rostock","Borussia Dortmund",1,2,18,2000,2000-12-16 09:30:00
"TSV 1860 Muenchen","Hamburger SV",2,1,18,2000,2000-12-16 14:15:00
"Hertha BSC Berlin","Bayern Muenchen",1,3,18,2000,2000-12-17 11:30:00
"Energie Cottbus","Werder Bremen",3,1,18,2000,2000-12-17 11:30:00
"Schalke 04","Hansa Rostock",2,0,19,2000,2001-01-26 14:15:00
"Werder Bremen","TSV 1860 Muenchen",2,0,19,2000,2001-01-27 09:30:00
"SC Freiburg","SpVgg Unterhaching",2,0,19,2000,2001-01-27 09:30:00
"1. FC Kaiserslautern","VfL Wolfsburg",0,0,19,2000,2001-01-27 09:30:00
"Bayern Muenchen","VfL Bochum",3,2,19,2000,2001-01-27 09:30:00
"Borussia Dortmund","Energie Cottbus",2,0,19,2000,2001-01-27 09:30:00
"Eintracht Frankfurt","1. FC Koeln",1,5,19,2000,2001-01-27 14:15:00
"Bayer Leverkusen","VfB Stuttgart",4,0,19,2000,2001-01-28 11:30:00
"Hamburger SV","Hertha BSC Berlin",1,2,19,2000,2001-01-28 11:30:00
"TSV 1860 Muenchen","Borussia Dortmund",1,0,20,2000,2001-02-02 14:15:00
"VfL Wolfsburg","Bayern Muenchen",1,3,20,2000,2001-02-03 09:30:00
"1. FC Koeln","SC Freiburg",0,1,20,2000,2001-02-03 09:30:00
"Energie Cottbus","Schalke 04",4,1,20,2000,2001-02-03 09:30:00
"VfL Bochum","Hertha BSC Berlin",1,3,20,2000,2001-02-03 09:30:00
"Werder Bremen","Hamburger SV",3,1,20,2000,2001-02-03 09:30:00
"VfB Stuttgart","1. FC Kaiserslautern",6,1,20,2000,2001-02-03 14:15:00
"SpVgg Unterhaching","Bayer Leverkusen",1,2,20,2000,2001-02-04 11:30:00
"Hansa Rostock","Eintracht Frankfurt",0,2,20,2000,2001-02-04 11:30:00
"Eintracht Frankfurt","Energie Cottbus",1,0,21,2000,2001-02-09 14:15:00
"Schalke 04","TSV 1860 Muenchen",2,0,21,2000,2001-02-10 09:30:00
"1. FC Kaiserslautern","SpVgg Unterhaching",4,0,21,2000,2001-02-10 09:30:00
"Bayern Muenchen","VfB Stuttgart",1,0,21,2000,2001-02-10 09:30:00
"Hertha BSC Berlin","VfL Wolfsburg",1,3,21,2000,2001-02-10 09:30:00
"Hamburger SV","VfL Bochum",3,0,21,2000,2001-02-10 09:30:00
"Bayer Leverkusen","1. FC Koeln",4,1,21,2000,2001-02-10 14:15:00
"SC Freiburg","Hansa Rostock",0,0,21,2000,2001-02-11 11:30:00
"Borussia Dortmund","Werder Bremen",0,0,21,2000,2001-02-11 11:30:00
"TSV 1860 Muenchen","Eintracht Frankfurt",2,2,22,2000,2001-02-16 14:15:00
"SpVgg Unterhaching","Bayern Muenchen",1,0,22,2000,2001-02-17 09:30:00
"Hansa Rostock","Bayer Leverkusen",2,1,22,2000,2001-02-17 09:30:00
"Energie Cottbus","SC Freiburg",0,2,22,2000,2001-02-17 09:30:00
"Werder Bremen","Schalke 04",2,1,22,2000,2001-02-17 09:30:00
"VfL Wolfsburg","VfL Bochum",0,0,22,2000,2001-02-17 09:30:00
"Borussia Dortmund","Hamburger SV",4,2,22,2000,2001-02-17 14:15:00
"1. FC Koeln","1. FC Kaiserslautern",0,1,22,2000,2001-02-18 11:30:00
"VfB Stuttgart","Hertha BSC Berlin",0,1,22,2000,2001-02-18 11:30:00
"Bayer Leverkusen","Energie Cottbus",1,3,23,2000,2001-02-23 14:15:00
"SC Freiburg","TSV 1860 Muenchen",0,3,23,2000,2001-02-24 09:30:00
"Bayern Muenchen","1. FC Koeln",1,1,23,2000,2001-02-24 09:30:00
"Hamburger SV","VfL Wolfsburg",3,2,23,2000,2001-02-24 09:30:00
"Schalke 04","Borussia Dortmund",0,0,23,2000,2001-02-24 09:30:00
"Eintracht Frankfurt","Werder Bremen",1,2,23,2000,2001-02-24 14:15:00
"1. FC Kaiserslautern","Hansa Rostock",0,1,23,2000,2001-02-25 11:30:00
"VfL Bochum","VfB Stuttgart",0,0,23,2000,2001-02-25 11:30:00
"Hertha BSC Berlin","SpVgg Unterhaching",2,1,23,2000,2001-03-07 12:45:00
"Borussia Dortmund","Eintracht Frankfurt",6,1,24,2000,2001-03-02 14:15:00
"Hansa Rostock","Bayern Muenchen",3,2,24,2000,2001-03-03 09:30:00
"Energie Cottbus","1. FC Kaiserslautern",0,2,24,2000,2001-03-03 09:30:00
"Werder Bremen","SC Freiburg",3,1,24,2000,2001-03-03 09:30:00
"VfB Stuttgart","VfL Wolfsburg",2,1,24,2000,2001-03-03 09:30:00
"SpVgg Unterhaching","VfL Bochum",2,1,24,2000,2001-03-03 09:30:00
"1. FC Koeln","Hertha BSC Berlin",1,0,24,2000,2001-03-03 14:15:00
"TSV 1860 Muenchen","Bayer Leverkusen",1,0,24,2000,2001-03-04 11:30:00
"Schalke 04","Hamburger SV",0,1,24,2000,2001-03-04 11:30:00
"Bayer Leverkusen","Werder Bremen",3,0,25,2000,2001-03-09 14:15:00
"Hertha BSC Berlin","Hansa Rostock",1,0,25,2000,2001-03-10 09:30:00
"VfL Bochum","1. FC Koeln",2,3,25,2000,2001-03-10 09:30:00
"VfL Wolfsburg","SpVgg Unterhaching",6,1,25,2000,2001-03-10 09:30:00
"SC Freiburg","Borussia Dortmund",2,2,25,2000,2001-03-10 09:30:00
"Bayern Muenchen","Energie Cottbus",2,0,25,2000,2001-03-10 09:30:00
"Eintracht Frankfurt","Schalke 04",0,0,25,2000,2001-03-10 14:15:00
"1. FC Kaiserslautern","TSV 1860 Muenchen",3,2,25,2000,2001-03-11 11:30:00
"Hamburger SV","VfB Stuttgart",2,2,25,2000,2001-03-11 11:30:00
"1. FC Koeln","VfL Wolfsburg",0,0,26,2000,2001-03-16 14:15:00
"Borussia Dortmund","Bayer Leverkusen",1,3,26,2000,2001-03-17 09:30:00
"Schalke 04","SC Freiburg",0,0,26,2000,2001-03-17 09:30:00
"Hansa Rostock","VfL Bochum",2,0,26,2000,2001-03-17 09:30:00
"Energie Cottbus","Hertha BSC Berlin",3,0,26,2000,2001-03-17 09:30:00
"Eintracht Frankfurt","Hamburger SV",1,1,26,2000,2001-03-17 09:30:00
"TSV 1860 Muenchen","Bayern Muenchen",0,2,26,2000,2001-03-17 14:15:00
"Werder Bremen","1. FC Kaiserslautern",1,2,26,2000,2001-03-18 11:30:00
"SpVgg Unterhaching","VfB Stuttgart",0,0,26,2000,2001-03-18 11:30:00
"VfL Wolfsburg","Hansa Rostock",2,1,27,2000,2001-03-30 13:15:00
"Hertha BSC Berlin","TSV 1860 Muenchen",3,0,27,2000,2001-03-31 08:30:00
"VfB Stuttgart","1. FC Koeln",0,3,27,2000,2001-03-31 08:30:00
"Hamburger SV","SpVgg Unterhaching",1,1,27,2000,2001-03-31 08:30:00
"SC Freiburg","Eintracht Frankfurt",5,2,27,2000,2001-03-31 08:30:00
"Bayern Muenchen","Werder Bremen",2,3,27,2000,2001-03-31 08:30:00
"Bayer Leverkusen","Schalke 04",0,3,27,2000,2001-03-31 13:15:00
"1. FC Kaiserslautern","Borussia Dortmund",1,4,27,2000,2001-04-01 11:30:00
"VfL Bochum","Energie Cottbus",1,0,27,2000,2001-04-01 11:30:00
"Energie Cottbus","VfL Wolfsburg",0,0,28,2000,2001-04-06 14:15:00
"Eintracht Frankfurt","Bayer Leverkusen",1,3,28,2000,2001-04-07 09:30:00
"1. FC Koeln","SpVgg Unterhaching",1,1,28,2000,2001-04-07 09:30:00
"Werder Bremen","Hertha BSC Berlin",3,1,28,2000,2001-04-07 09:30:00
"SC Freiburg","Hamburger SV",0,0,28,2000,2001-04-07 09:30:00
"TSV 1860 Muenchen","VfL Bochum",2,4,28,2000,2001-04-07 09:30:00
"Borussia Dortmund","Bayern Muenchen",1,1,28,2000,2001-04-07 14:15:00
"Schalke 04","1. FC Kaiserslautern",5,1,28,2000,2001-04-08 11:30:00
"Hansa Rostock","VfB Stuttgart",1,1,28,2000,2001-04-08 11:30:00
"VfB Stuttgart","Energie Cottbus",1,0,29,2000,2001-04-12 14:15:00
"VfL Wolfsburg","TSV 1860 Muenchen",0,1,29,2000,2001-04-14 09:30:00
"1. FC Kaiserslautern","Eintracht Frankfurt",4,2,29,2000,2001-04-14 09:30:00
"Bayern Muenchen","Schalke 04",1,3,29,2000,2001-04-14 09:30:00
"VfL Bochum","Werder Bremen",1,2,29,2000,2001-04-14 09:30:00
"Bayer Leverkusen","SC Freiburg",1,3,29,2000,2001-04-14 09:30:00
"Hertha BSC Berlin","Borussia Dortmund",1,0,29,2000,2001-04-14 14:15:00
"SpVgg Unterhaching","Hansa Rostock",1,1,29,2000,2001-04-15 11:30:00
"Hamburger SV","1. FC Koeln",1,1,29,2000,2001-04-15 11:30:00
"Borussia Dortmund","VfL Bochum",5,0,30,2000,2001-04-20 14:15:00
"Eintracht Frankfurt","Bayern Muenchen",0,2,30,2000,2001-04-21 09:30:00
"Hansa Rostock","1. FC Koeln",2,1,30,2000,2001-04-21 09:30:00
"Energie Cottbus","SpVgg Unterhaching",1,0,30,2000,2001-04-21 09:30:00
"Werder Bremen","VfL Wolfsburg",2,3,30,2000,2001-04-21 09:30:00
"Bayer Leverkusen","Hamburger SV",1,1,30,2000,2001-04-21 09:30:00
"Schalke 04","Hertha BSC Berlin",3,1,30,2000,2001-04-21 14:15:00
"SC Freiburg","1. FC Kaiserslautern",5,2,30,2000,2001-04-22 11:30:00
"TSV 1860 Muenchen","VfB Stuttgart",2,1,30,2000,2001-04-22 11:30:00
"VfL Wolfsburg","Borussia Dortmund",1,1,31,2000,2001-04-27 14:15:00
"1. FC Kaiserslautern","Bayer Leverkusen",0,1,31,2000,2001-04-28 09:30:00
"Bayern Muenchen","SC Freiburg",1,0,31,2000,2001-04-28 09:30:00
"VfB Stuttgart","Werder Bremen",2,1,31,2000,2001-04-28 09:30:00
"1. FC Koeln","Energie Cottbus",4,0,31,2000,2001-04-28 09:30:00
"Hertha BSC Berlin","Eintracht Frankfurt",3,0,31,2000,2001-04-28 09:30:00
"VfL Bochum","Schalke 04",1,1,31,2000,2001-04-28 14:15:00
"SpVgg Unterhaching","TSV 1860 Muenchen",3,2,31,2000,2001-04-29 11:30:00
"Hamburger SV","Hansa Rostock",2,1,31,2000,2001-04-29 11:30:00
"Borussia Dortmund","VfB Stuttgart",0,0,32,2000,2001-05-04 14:15:00
"Bayer Leverkusen","Bayern Muenchen",0,1,32,2000,2001-05-05 09:30:00
"TSV 1860 Muenchen","1. FC Koeln",3,1,32,2000,2001-05-05 09:30:00
"Schalke 04","VfL Wolfsburg",2,1,32,2000,2001-05-05 09:30:00
"Eintracht Frankfurt","VfL Bochum",3,0,32,2000,2001-05-05 09:30:00
"Hansa Rostock","Energie Cottbus",1,0,32,2000,2001-05-05 09:30:00
"Hamburger SV","1. FC Kaiserslautern",1,1,32,2000,2001-05-05 14:15:00
"Werder Bremen","SpVgg Unterhaching",0,0,32,2000,2001-05-06 11:30:00
"SC Freiburg","Hertha BSC Berlin",1,0,32,2000,2001-05-06 11:30:00
"Hansa Rostock","TSV 1860 Muenchen",0,0,33,2000,2001-05-12 09:30:00
"Bayern Muenchen","1. FC Kaiserslautern",2,1,33,2000,2001-05-12 09:30:00
"Hertha BSC Berlin","Bayer Leverkusen",1,1,33,2000,2001-05-12 09:30:00
"VfL Bochum","SC Freiburg",1,3,33,2000,2001-05-12 09:30:00
"VfL Wolfsburg","Eintracht Frankfurt",3,0,33,2000,2001-05-12 09:30:00
"VfB Stuttgart","Schalke 04",1,0,33,2000,2001-05-12 09:30:00
"SpVgg Unterhaching","Borussia Dortmund",1,4,33,2000,2001-05-12 09:30:00
"1. FC Koeln","Werder Bremen",1,3,33,2000,2001-05-12 09:30:00
"Energie Cottbus","Hamburger SV",4,2,33,2000,2001-05-12 09:30:00
"Hamburger SV","Bayern Muenchen",1,1,34,2000,2001-05-19 09:30:00
"Werder Bremen","Hansa Rostock",3,0,34,2000,2001-05-19 09:30:00
"Borussia Dortmund","1. FC Koeln",3,3,34,2000,2001-05-19 09:30:00
"Schalke 04","SpVgg Unterhaching",5,3,34,2000,2001-05-19 09:30:00
"Eintracht Frankfurt","VfB Stuttgart",2,1,34,2000,2001-05-19 09:30:00
"SC Freiburg","VfL Wolfsburg",4,1,34,2000,2001-05-19 09:30:00
"Bayer Leverkusen","VfL Bochum",1,0,34,2000,2001-05-19 09:30:00
"1. FC Kaiserslautern","Hertha BSC Berlin",0,1,34,2000,2001-05-19 09:30:00
"TSV 1860 Muenchen","Energie Cottbus",0,1,34,2000,2001-05-19 09:30:00
"TSV 1860 Muenchen","1. FC Kaiserslautern",0,4,1,2001,2001-07-28 09:30:00
"VfB Stuttgart","1. FC Koeln",0,0,1,2001,2001-07-28 09:30:00
"Energie Cottbus","Hamburger SV",1,0,1,2001,2001-07-28 09:30:00
"SC Freiburg","Werder Bremen",3,0,1,2001,2001-07-28 09:30:00
"Borussia Dortmund","1. FC Nuernberg",2,0,1,2001,2001-07-28 09:30:00
"Bayer Leverkusen","VfL Wolfsburg",2,1,1,2001,2001-07-28 09:30:00
"Borussia Moenchengladbach","Bayern Muenchen",1,0,1,2001,2001-07-28 09:30:00
"FC St. Pauli","Hertha BSC Berlin",0,0,1,2001,2001-07-29 11:30:00
"Schalke 04","Hansa Rostock",3,1,1,2001,2001-08-21 12:45:00
"Bayern Muenchen","Schalke 04",3,0,2,2001,2001-08-04 09:30:00
"VfL Wolfsburg","FC St. Pauli",1,1,2,2001,2001-08-04 09:30:00
"Hertha BSC Berlin","Borussia Dortmund",0,2,2,2001,2001-08-04 09:30:00
"Werder Bremen","Energie Cottbus",3,2,2,2001,2001-08-04 09:30:00
"Hamburger SV","VfB Stuttgart",2,0,2,2001,2001-08-04 09:30:00
"1. FC Koeln","TSV 1860 Muenchen",2,0,2,2001,2001-08-04 09:30:00
"Hansa Rostock","Bayer Leverkusen",0,3,2,2001,2001-08-04 09:30:00
"1. FC Nuernberg","SC Freiburg",2,0,2,2001,2001-08-05 11:30:00
"1. FC Kaiserslautern","Borussia Moenchengladbach",3,2,2,2001,2001-08-05 11:30:00
"TSV 1860 Muenchen","Hamburger SV",1,1,3,2001,2001-08-11 09:30:00
"VfB Stuttgart","Werder Bremen",0,0,3,2001,2001-08-11 09:30:00
"Energie Cottbus","1. FC Nuernberg",1,0,3,2001,2001-08-11 09:30:00
"SC Freiburg","Hertha BSC Berlin",1,3,3,2001,2001-08-11 09:30:00
"Borussia Dortmund","VfL Wolfsburg",4,0,3,2001,2001-08-11 09:30:00
"Bayer Leverkusen","Bayern Muenchen",1,1,3,2001,2001-08-11 09:30:00
"1. FC Kaiserslautern","1. FC Koeln",2,1,3,2001,2001-08-11 09:30:00
"FC St. Pauli","Hansa Rostock",0,1,3,2001,2001-08-12 11:30:00
"Borussia Moenchengladbach","Schalke 04",0,0,3,2001,2001-08-12 11:30:00
"Bayern Muenchen","FC St. Pauli",2,0,4,2001,2001-08-18 09:30:00
"VfL Wolfsburg","SC Freiburg",1,1,4,2001,2001-08-18 09:30:00
"1. FC Nuernberg","VfB Stuttgart",2,4,4,2001,2001-08-18 09:30:00
"Werder Bremen","TSV 1860 Muenchen",1,3,4,2001,2001-08-18 09:30:00
"Hamburger SV","1. FC Kaiserslautern",2,3,4,2001,2001-08-18 09:30:00
"Schalke 04","Bayer Leverkusen",3,3,4,2001,2001-08-18 09:30:00
"Hansa Rostock","Borussia Dortmund",0,2,4,2001,2001-08-18 09:30:00
"Hertha BSC Berlin","Energie Cottbus",2,3,4,2001,2001-08-19 11:30:00
"1. FC Koeln","Borussia Moenchengladbach",0,2,4,2001,2001-08-19 11:30:00
"TSV 1860 Muenchen","1. FC Nuernberg",1,0,5,2001,2001-09-08 09:30:00
"VfB Stuttgart","Hertha BSC Berlin",0,0,5,2001,2001-09-08 09:30:00
"Energie Cottbus","VfL Wolfsburg",3,3,5,2001,2001-09-08 09:30:00
"SC Freiburg","Hansa Rostock",1,1,5,2001,2001-09-08 09:30:00
"Borussia Dortmund","Bayern Muenchen",0,2,5,2001,2001-09-08 09:30:00
"FC St. Pauli","Schalke 04",0,2,5,2001,2001-09-08 09:30:00
"Borussia Moenchengladbach","Bayer Leverkusen",0,1,5,2001,2001-09-08 09:30:00
"1. FC Koeln","Hamburger SV",2,1,5,2001,2001-09-09 11:30:00
"1. FC Kaiserslautern","Werder Bremen",2,1,5,2001,2001-09-09 11:30:00
"Bayern Muenchen","SC Freiburg",1,0,6,2001,2001-09-15 09:30:00
"VfL Wolfsburg","VfB Stuttgart",0,2,6,2001,2001-09-15 09:30:00
"1. FC Nuernberg","1. FC Kaiserslautern",0,2,6,2001,2001-09-15 09:30:00
"Werder Bremen","1. FC Koeln",1,1,6,2001,2001-09-15 09:30:00
"Hamburger SV","Borussia Moenchengladbach",3,3,6,2001,2001-09-15 09:30:00
"Bayer Leverkusen","FC St. Pauli",3,1,6,2001,2001-09-15 09:30:00
"Schalke 04","Borussia Dortmund",1,0,6,2001,2001-09-15 09:30:00
"Hertha BSC Berlin","TSV 1860 Muenchen",2,1,6,2001,2001-09-16 11:30:00
"Hansa Rostock","Energie Cottbus",0,0,6,2001,2001-09-16 11:30:00
"VfB Stuttgart","Hansa Rostock",2,1,7,2001,2001-09-22 09:30:00
"Energie Cottbus","Bayern Muenchen",0,3,7,2001,2001-09-22 09:30:00
"SC Freiburg","Schalke 04",2,0,7,2001,2001-09-22 09:30:00
"Borussia Dortmund","Bayer Leverkusen",1,1,7,2001,2001-09-22 09:30:00
"Hamburger SV","Werder Bremen",0,4,7,2001,2001-09-22 09:30:00
"1. FC Koeln","1. FC Nuernberg",1,2,7,2001,2001-09-22 09:30:00
"1. FC Kaiserslautern","Hertha BSC Berlin",4,1,7,2001,2001-09-22 09:30:00
"TSV 1860 Muenchen","VfL Wolfsburg",2,1,7,2001,2001-09-23 11:30:00
"Borussia Moenchengladbach","FC St. Pauli",2,2,7,2001,2001-09-23 11:30:00
"VfL Wolfsburg","1. FC Kaiserslautern",2,0,8,2001,2001-09-29 09:30:00
"Hertha BSC Berlin","1. FC Koeln",3,0,8,2001,2001-09-29 09:30:00
"1. FC Nuernberg","Hamburger SV",0,0,8,2001,2001-09-29 09:30:00
"Werder Bremen","Borussia Moenchengladbach",1,0,8,2001,2001-09-29 09:30:00
"FC St. Pauli","Borussia Dortmund",1,2,8,2001,2001-09-29 09:30:00
"Schalke 04","Energie Cottbus",2,0,8,2001,2001-09-29 09:30:00
"Hansa Rostock","TSV 1860 Muenchen",2,2,8,2001,2001-09-29 09:30:00
"Bayern Muenchen","VfB Stuttgart",4,0,8,2001,2001-09-30 11:30:00
"Bayer Leverkusen","SC Freiburg",4,1,8,2001,2001-09-30 11:30:00
"TSV 1860 Muenchen","Bayern Muenchen",1,5,9,2001,2001-10-13 09:30:00
"VfB Stuttgart","Schalke 04",3,0,9,2001,2001-10-13 09:30:00
"Energie Cottbus","Bayer Leverkusen",2,3,9,2001,2001-10-13 09:30:00
"SC Freiburg","FC St. Pauli",2,2,9,2001,2001-10-13 09:30:00
"Hamburger SV","Hertha BSC Berlin",4,0,9,2001,2001-10-13 09:30:00
"1. FC Kaiserslautern","Hansa Rostock",3,1,9,2001,2001-10-13 09:30:00
"Borussia Moenchengladbach","Borussia Dortmund",1,2,9,2001,2001-10-13 09:30:00
"Werder Bremen","1. FC Nuernberg",3,0,9,2001,2001-10-14 11:30:00
"1. FC Koeln","VfL Wolfsburg",0,4,9,2001,2001-10-14 11:30:00
"Bayern Muenchen","1. FC Kaiserslautern",4,1,10,2001,2001-10-20 09:30:00
"Hertha BSC Berlin","Werder Bremen",3,1,10,2001,2001-10-20 09:30:00
"1. FC Nuernberg","Borussia Moenchengladbach",1,2,10,2001,2001-10-20 09:30:00
"FC St. Pauli","Energie Cottbus",4,0,10,2001,2001-10-20 09:30:00
"Bayer Leverkusen","VfB Stuttgart",4,1,10,2001,2001-10-20 09:30:00
"Schalke 04","TSV 1860 Muenchen",1,0,10,2001,2001-10-20 09:30:00
"Hansa Rostock","1. FC Koeln",3,0,10,2001,2001-10-20 09:30:00
"VfL Wolfsburg","Hamburger SV",0,1,10,2001,2001-10-21 11:30:00
"Borussia Dortmund","SC Freiburg",0,2,10,2001,2001-10-21 11:30:00
"TSV 1860 Muenchen","Bayer Leverkusen",1,4,11,2001,2001-10-27 09:30:00
"VfB Stuttgart","FC St. Pauli",2,0,11,2001,2001-10-27 09:30:00
"Energie Cottbus","Borussia Dortmund",0,2,11,2001,2001-10-27 09:30:00
"Werder Bremen","VfL Wolfsburg",1,0,11,2001,2001-10-27 09:30:00
"1. FC Koeln","Bayern Muenchen",0,2,11,2001,2001-10-27 09:30:00
"1. FC Kaiserslautern","Schalke 04",0,0,11,2001,2001-10-27 09:30:00
"Borussia Moenchengladbach","SC Freiburg",2,2,11,2001,2001-10-27 09:30:00
"1. FC Nuernberg","Hertha BSC Berlin",1,3,11,2001,2001-10-28 11:30:00
"Hamburger SV","Hansa Rostock",0,1,11,2001,2001-10-28 11:30:00
"Bayern Muenchen","Hamburger SV",3,0,12,2001,2001-11-03 09:30:00
"VfL Wolfsburg","1. FC Nuernberg",5,0,12,2001,2001-11-03 09:30:00
"Borussia Dortmund","VfB Stuttgart",1,0,12,2001,2001-11-03 09:30:00
"FC St. Pauli","TSV 1860 Muenchen",0,3,12,2001,2001-11-03 09:30:00
"Bayer Leverkusen","1. FC Kaiserslautern",2,1,12,2001,2001-11-03 09:30:00
"Schalke 04","1. FC Koeln",3,1,12,2001,2001-11-03 09:30:00
"Hansa Rostock","Werder Bremen",0,1,12,2001,2001-11-03 09:30:00
"Hertha BSC Berlin","Borussia Moenchengladbach",3,0,12,2001,2001-11-04 11:30:00
"SC Freiburg","Energie Cottbus",3,1,12,2001,2001-11-04 11:30:00
"TSV 1860 Muenchen","Borussia Dortmund",1,3,13,2001,2001-11-17 09:30:00
"VfB Stuttgart","SC Freiburg",3,0,13,2001,2001-11-17 09:30:00
"Hertha BSC Berlin","VfL Wolfsburg",2,0,13,2001,2001-11-17 09:30:00
"Werder Bremen","Bayern Muenchen",1,0,13,2001,2001-11-17 09:30:00
"Hamburger SV","Schalke 04",0,0,13,2001,2001-11-17 09:30:00
"1. FC Koeln","Bayer Leverkusen",1,2,13,2001,2001-11-17 09:30:00
"1. FC Kaiserslautern","FC St. Pauli",5,1,13,2001,2001-11-17 09:30:00
"1. FC Nuernberg","Hansa Rostock",2,0,13,2001,2001-11-18 11:30:00
"Borussia Moenchengladbach","Energie Cottbus",0,0,13,2001,2001-11-18 11:30:00
"Bayern Muenchen","1. FC Nuernberg",0,0,14,2001,2001-11-24 09:30:00
"VfL Wolfsburg","Borussia Moenchengladbach",3,1,14,2001,2001-11-24 09:30:00
"Energie Cottbus","VfB Stuttgart",0,0,14,2001,2001-11-24 09:30:00
"FC St. Pauli","1. FC Koeln",1,2,14,2001,2001-11-24 09:30:00
"Bayer Leverkusen","Hamburger SV",4,1,14,2001,2001-11-24 09:30:00
"Schalke 04","Werder Bremen",1,4,14,2001,2001-11-24 09:30:00
