"wage76","grade76","exp76","black","south76","smsa76","region","smsa66","momdad14","sinmom14","nodaded","nomomed","daded","momed","famed","age76","col4"
NA,1,17,0,1,1,5,1,1,0,0,0,10,9,7,24,1
1.7281,10,18,0,1,1,5,1,1,0,0,1,6,10.251,9,34,1
1.8703,13,13,0,1,1,5,1,1,0,0,0,7,0,8,32,1
NA,NA,NA,0,NA,0,5,1,0,1,1,0,9.9372,16,4,29,1
1.5476,8,18,0,1,1,5,1,1,0,0,0,9,12,6,32,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,9,12,6,26,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,6,9,8,30,1
1.0116,16,2,0,1,1,5,1,1,0,0,0,14,12,2,24,1
1.9727,16,11,0,1,1,5,1,1,0,0,0,10,8,8,33,1
2.3814,12,15,0,1,1,5,1,0,1,1,1,9.9372,10.251,9,33,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,12,12,3,24,1
NA,8,17,0,1,1,5,1,1,0,0,0,3,12,6,31,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,7,6,8,27,1
1.9066,16,12,0,1,1,5,1,1,0,0,0,6,10,8,34,1
1.2528,18,0,0,1,0,6,0,1,0,0,0,15,12,2,24,0
2.0399,14,8,1,1,1,6,0,1,0,0,0,5,9,8,28,0
NA,NA,NA,1,NA,0,6,0,1,0,0,0,6,8,8,30,0
1.8718,12,8,1,1,0,6,0,1,0,0,0,0,6,8,26,0
2.0162,9,15,0,1,0,6,0,1,0,1,0,9.9372,4,9,30,0
1.2698,10,11,0,1,0,6,0,0,1,1,0,9.9372,4,9,27,0
0.9163,9,9,0,1,0,6,0,0,1,1,0,9.9372,4,9,24,0
1.3888,12,10,0,1,0,6,0,1,0,0,0,7,6,8,28,0
1.4469,11,8,0,1,0,6,0,1,0,0,0,7,6,8,25,0
1.0543,9,10,0,1,0,6,0,1,0,0,0,7,6,8,25,0
1.1282,13,7,1,1,0,6,0,1,0,0,0,6,12,6,26,0
1.7544,14,4,1,0,1,6,0,1,0,0,0,6,12,6,24,0
NA,NA,NA,1,NA,0,6,0,1,0,0,0,5,8,8,24,0
1.477,16,8,1,1,0,6,0,1,0,0,0,7,8,8,30,0
1.5041,12,13,0,1,0,6,0,1,0,0,0,8,12,6,31,0
0.5481,17,5,0,1,1,6,0,0,1,1,0,9.9372,15,4,28,0
NA,NA,NA,0,NA,0,6,0,1,0,1,0,9.9372,9,9,26,0
NA,NA,NA,0,NA,0,6,0,1,0,1,0,9.9372,9,9,24,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,3,5,8,31,0
1.6658,16,5,1,0,1,6,0,1,0,0,0,8,9,8,27,0
1.5728,12,12,1,1,0,6,0,1,0,0,1,8,10.251,9,30,0
2.1199,12,9,1,0,1,6,0,1,0,0,1,8,10.251,9,27,0
0.9555,12,16,1,1,0,6,0,1,0,1,0,9.9372,6,9,34,0
1.026,12,7,1,1,0,6,0,0,1,1,0,9.9372,3,9,25,0
NA,NA,NA,1,NA,0,6,0,0,1,1,0,9.9372,3,9,27,0
NA,NA,NA,1,NA,0,6,0,0,0,1,1,9.9372,10.251,9,27,0
1.2528,13,6,1,1,0,6,0,0,0,1,1,9.9372,10.251,9,25,0
0.3716,11,7,0,1,0,6,0,1,0,0,0,5,11,8,24,0
NA,NA,NA,1,NA,0,6,0,0,1,1,0,9.9372,8,9,27,0
0.8329,10,11,1,1,0,6,0,0,1,1,0,9.9372,12,4,27,0
1.5041,15,3,1,0,1,6,0,0,1,1,0,9.9372,12,4,24,0
NA,NA,NA,0,NA,0,6,0,1,0,1,1,9.9372,10.251,9,25,0
1.3481,16,3,0,1,1,6,0,1,0,0,0,12,12,3,25,0
2.1005,17,11,0,1,1,6,0,1,0,0,0,13,12,2,34,0
2.2638,16,8,0,1,0,6,0,1,0,0,0,13,12,2,30,0
1.4061,13,9,0,1,0,6,0,1,0,0,0,14,12,2,28,0
1.6601,16,3,0,1,1,6,0,1,0,0,0,14,12,2,25,0
1.7544,13,5,0,0,1,6,0,0,0,0,0,14,10,5,24,0
1.8245,14,8,0,1,0,6,0,1,0,0,0,6,10,8,28,0
NA,NA,NA,0,NA,0,7,1,1,0,0,0,0,6,8,30,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,0,6,8,26,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,0,6,8,25,1
0.8329,12,7,0,1,1,7,1,1,0,0,0,7,12,6,25,1
1.7579,11,13,1,1,1,7,1,1,0,0,0,2,5,8,30,1
2.4467,18,8,0,1,1,7,1,1,0,0,0,6,12,6,32,1
1.335,12,10,1,1,1,7,1,0,0,1,1,9.9372,10.251,9,28,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,10,12,6,28,1
1.8181,16,5,1,1,1,7,1,1,0,0,0,10,12,6,27,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,10,12,6,24,1
1.5041,12,10,1,1,1,7,1,1,0,0,0,10,8,8,28,1
1.4469,12,7,1,1,1,7,1,1,0,0,0,10,8,8,25,1
1.6094,12,10,1,1,1,7,1,1,0,0,0,8,2,8,28,1
NA,15,5,0,1,1,7,1,1,0,0,0,12,12,3,26,1
1.9643,12,7,0,1,1,7,1,1,0,0,0,12,12,3,25,1
2.0149,12,7,0,1,1,7,1,1,0,0,0,4,12,6,25,1
1.1725,15,3,0,1,1,7,1,1,0,0,0,4,12,6,24,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,1,4,8,27,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,6,8,8,32,1
2.3399,13,9,0,1,1,7,1,1,0,0,0,8,12,6,28,1
1.5913,16,3,0,1,1,7,1,1,0,0,0,16,15,1,25,1
1.6582,13,10,0,1,1,7,1,1,0,0,0,10,12,6,29,1
NA,NA,NA,1,NA,0,7,1,1,0,1,0,9.9372,7,9,30,1
1.3558,11,12,1,1,1,7,1,1,0,0,0,5,5,8,29,1
1.5261,10,10,1,1,1,7,1,1,0,0,0,12,2,5,26,1
NA,NA,NA,1,NA,0,7,0,1,0,0,0,0,7,8,30,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,0,7,8,29,1
NA,NA,NA,1,NA,0,7,1,0,0,0,0,5,8,8,26,1
1.3863,15,3,1,1,1,7,1,1,0,0,0,5,8,8,24,1
1.9974,15,6,1,1,1,7,0,1,0,0,0,9,16,6,27,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,8,12,6,24,1
1.7901,14,6,1,1,1,7,1,0,0,0,0,6,10,8,26,1
NA,NA,NA,1,NA,0,5,1,1,0,0,1,3,10.251,9,33,0
NA,18,9,0,1,0,5,1,1,0,0,0,12,16,2,33,0
NA,NA,NA,0,NA,0,5,1,1,0,0,0,12,12,3,26,0
NA,10,12,1,1,1,5,1,1,0,0,0,0,3,8,28,0
NA,NA,NA,1,NA,0,5,1,1,0,0,0,7,12,6,26,0
2.4257,18,9,1,1,0,5,1,1,0,0,0,18,18,1,33,0
NA,NA,NA,1,NA,0,5,1,0,0,1,1,9.9372,10.251,9,27,1
NA,NA,NA,1,NA,0,5,1,0,0,1,1,9.9372,10.251,9,25,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,9,9,33,1
1.7934,14,5,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,25,1
1.0919,10,10,1,1,1,5,1,0,1,1,0,9.9372,11,9,26,1
0.8544,12,9,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,27,1
0.7885,13,6,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,25,1
1.9416,8,12,1,1,1,5,1,0,1,1,0,9.9372,11,9,26,1
1.6901,9,9,1,1,1,5,1,0,1,1,0,9.9372,11,9,24,1
0.9163,12,7,1,1,1,5,1,0,1,1,0,9.9372,8,9,25,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,10,9,24,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,8,9,27,1
1.3863,16,4,0,1,1,5,1,0,0,0,0,12,12,3,26,1
1.4422,15,10,0,1,1,5,1,0,0,1,1,9.9372,10.251,9,31,1
NA,12,10,0,1,1,5,1,1,0,0,0,13,16,1,28,1
NA,NA,NA,0,NA,0,5,1,0,1,1,0,9.9372,12,4,30,1
1.0647,12,7,0,1,1,5,1,1,0,0,0,6,5,8,25,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,7,10,8,32,1
0.9042,10,17,1,1,1,5,1,1,0,1,0,9.9372,10,9,33,1
NA,NA,NA,1,NA,0,5,1,1,0,1,0,9.9372,9,9,30,1
1.335,13,7,1,1,1,5,1,1,0,1,0,9.9372,10,9,26,1
1.881,12,6,0,1,1,5,1,1,0,0,0,12,9,5,24,1
1.9615,12,14,0,1,1,5,1,1,0,0,0,9,12,6,32,1
1.5707,14,9,0,1,1,5,1,1,0,0,0,8,12,6,29,1
1.8579,16,3,0,1,1,5,1,1,0,0,0,8,12,6,25,1
1.7851,12,14,0,1,1,5,1,1,0,0,0,12,14,2,32,1
1.7544,7,18,0,1,1,5,1,0,0,1,1,9.9372,10.251,9,31,1
NA,NA,NA,0,NA,0,7,1,1,0,1,0,9.9372,6,9,34,0
1.914,16,8,0,1,1,7,1,0,1,1,0,9.9372,12,4,30,0
NA,14,14,0,1,1,7,1,1,0,0,0,4,6,8,34,0
NA,NA,NA,0,NA,0,7,1,0,0,1,1,9.9372,10.251,9,26,0
2.7331,16,10,0,1,1,7,1,1,0,0,0,11,14,6,32,0
2.1518,12,15,0,1,1,7,1,1,0,0,0,9,12,6,33,0
1.6752,18,8,0,1,1,7,1,1,0,0,0,12,16,2,32,0
1.1249,12,9,0,1,1,7,1,0,0,0,0,12,12,3,27,0
1.7918,14,9,0,1,0,7,1,1,0,0,1,12,10.251,5,29,0
1.8326,8,17,0,1,0,6,0,0,0,1,1,9.9372,10.251,9,31,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,16,14,1,34,0
NA,17,5,0,1,0,6,0,1,0,0,0,11,12,6,28,0
NA,18,10,0,1,0,6,0,0,0,0,1,8,10.251,9,34,0
1.6864,13,10,0,1,1,6,0,1,0,0,0,10,10,7,29,0
NA,NA,NA,0,NA,0,6,0,0,0,1,1,9.9372,10.251,9,32,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,8,14,6,32,0
NA,NA,NA,0,NA,0,6,0,1,0,1,1,9.9372,10.251,9,32,0
1.2355,13,8,0,1,0,6,0,1,0,0,0,12,10,5,27,0
1.6094,12,7,0,1,0,6,0,1,0,0,0,12,10,5,25,0
1.1632,11,9,1,0,1,6,0,1,0,0,0,6,9,8,26,0
NA,NA,NA,1,NA,0,6,0,1,0,0,0,6,7,8,27,0
1.3297,18,3,1,1,0,6,0,1,0,0,0,4,10,8,27,0
0.6313,15,4,1,1,0,6,0,1,0,0,0,4,10,8,25,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,12,10,5,30,0
NA,NA,NA,1,NA,0,6,0,0,1,1,0,9.9372,5,9,25,0
0.5188,9,18,1,1,0,6,0,1,0,0,0,4,10,8,33,0
0.9163,2,17,1,1,0,6,0,1,0,0,1,6,10.251,9,25,0
0.6419,3,15,1,1,0,6,0,1,0,0,0,6,5,8,24,0
2.3026,12,10,1,0,1,9,1,1,0,0,0,8,8,8,28,0
1.7299,12,6,1,1,0,6,0,0,0,1,1,9.9372,10.251,9,24,0
1.831,9,9,1,1,0,6,0,0,1,1,0,9.9372,7,9,24,0
1.9657,12,6,1,1,1,6,0,0,0,1,1,9.9372,10.251,9,24,0
1.6827,12,6,0,1,0,6,0,1,0,0,0,12,10,5,24,0
NA,NA,NA,1,NA,0,6,0,1,0,0,0,9,8,8,28,0
1.2669,13,7,1,1,0,6,0,1,0,0,0,9,8,8,26,0
0.8755,12,6,1,1,0,6,0,0,1,1,0,9.9372,12,4,24,0
NA,12,7,0,1,0,6,0,1,0,0,0,10,10,7,25,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,9,12,6,27,0
1.4303,12,6,0,1,0,6,0,1,0,0,0,9,12,6,24,0
2.3283,13,8,0,1,0,5,0,1,0,0,0,14,13,1,27,1
1.0818,17,9,0,1,0,5,0,1,0,0,0,12,14,2,32,1
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,6,9,33,1
1.7047,12,8,1,1,1,5,0,0,1,1,0,9.9372,6,9,26,1
1.6827,12,9,1,1,1,5,0,0,1,1,0,9.9372,8,9,27,1
NA,12,6,1,1,0,5,0,1,0,0,0,4,5,8,24,1
1.2528,5,19,0,1,0,5,0,1,0,0,0,2,3,8,30,1
1.9615,12,9,0,1,0,5,0,1,0,0,0,8,12,6,27,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,11,12,6,32,1
NA,11,12,1,1,1,5,0,0,0,0,0,10,2,8,29,1
0.8286,12,11,1,1,0,5,0,1,0,0,0,4,4,8,29,1
0.7885,12,9,1,1,0,5,0,1,0,0,0,4,3,8,27,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,11,9,31,1
1.1314,12,11,1,1,0,5,0,1,0,0,0,8,2,8,29,1
NA,NA,NA,1,NA,0,5,0,0,0,0,1,10,10.251,9,26,1
1.1632,12,6,1,0,1,5,0,0,0,0,1,10,10.251,9,24,1
1.1086,12,9,1,1,0,5,0,1,0,0,0,10,9,7,27,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,7,11,8,27,1
NA,NA,NA,0,NA,0,5,0,1,0,1,1,9.9372,10.251,9,31,1
1.5041,13,7,0,1,0,5,0,1,0,0,0,5,12,6,26,1
2.0189,12,11,1,1,1,5,0,1,0,0,0,9,11,7,29,1
NA,11,10,0,1,0,5,0,1,0,0,0,5,6,8,27,1
1.477,12,8,0,1,0,5,0,1,0,0,0,4,11,8,26,1
NA,NA,NA,1,NA,0,5,0,0,0,0,0,1,7,8,27,1
1.1787,11,11,1,1,0,5,0,0,0,0,0,1,7,8,28,1
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,2,9,24,1
2.1353,16,10,0,1,0,5,0,0,1,1,0,9.9372,12,4,32,1
1.141,14,6,0,1,0,5,0,0,0,0,0,12,14,2,26,1
1.5665,13,15,0,1,1,5,1,1,0,0,0,7,12,6,34,1
NA,NA,NA,0,NA,0,5,1,0,0,1,1,9.9372,10.251,9,31,1
1.4563,12,13,0,1,1,5,1,1,0,0,0,10,9,7,31,1
1.5892,14,9,0,1,1,5,1,1,0,0,0,11,9,7,29,1
1.2837,12,6,0,1,1,5,1,1,0,0,0,11,9,7,24,1
1.3863,14,13,0,1,1,5,1,1,0,0,0,0,2,8,33,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,7,7,8,26,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,7,8,8,25,1
1.4422,12,6,1,1,1,5,0,1,0,0,0,7,8,8,24,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,1,7,8,25,1
NA,NA,NA,1,NA,0,5,0,1,0,0,1,5,10.251,9,26,1
NA,11,16,1,1,0,5,0,0,0,1,1,9.9372,10.251,9,33,1
1.1346,12,9,1,1,0,5,0,1,0,0,0,5,5,8,27,1
0.9969,11,10,1,1,0,5,0,1,0,0,0,3,7,8,27,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,3,8,8,31,1
1.3481,18,2,1,1,1,5,0,1,0,0,0,12,12,3,26,1
1.6658,16,2,1,1,1,5,0,1,0,0,0,12,12,3,24,1
NA,12,7,0,1,0,5,0,1,0,1,1,9.9372,10.251,9,25,1
1.9459,11,14,0,1,0,5,0,1,0,0,0,6,10,8,31,1
NA,9,17,0,1,0,5,1,1,0,0,0,3,8,8,32,1
NA,15,7,0,1,0,5,0,1,0,0,0,6,12,6,28,1
1.3376,10,16,0,1,0,5,0,1,0,0,0,6,5,8,32,1
NA,11,17,1,1,0,5,0,1,0,0,1,5,10.251,9,34,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,5,5,8,26,1
1.5369,12,10,0,1,0,5,0,1,0,0,0,12,12,3,28,1
1.3863,10,18,0,1,0,5,0,1,0,0,0,8,8,8,34,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,5,5,8,29,1
1.5151,10,17,0,1,0,5,0,0,1,0,0,9,8,8,33,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,4,12,6,26,0
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,4,9,25,0
0.9555,12,6,1,1,0,5,0,0,1,1,0,9.9372,4,9,24,0
1.953,13,9,1,0,1,5,0,1,0,0,0,0,7,8,28,0
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,11,9,27,0
NA,12,8,0,1,0,5,0,0,0,0,0,5,6,8,26,0
NA,12,7,0,1,0,5,0,0,0,0,0,5,6,8,25,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,10,5,33,0
1.4279,13,11,0,1,0,5,0,1,0,1,1,9.9372,10.251,9,30,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,11,5,31,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,12,3,27,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,12,3,24,0
0.9163,11,10,1,1,0,5,0,0,1,1,0,9.9372,13,4,27,0
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,13,4,27,0
1.5261,12,6,1,1,0,5,0,0,1,1,0,9.9372,2,9,24,0
1.1787,8,12,1,1,0,5,0,0,1,1,1,9.9372,10.251,9,26,0
1.0116,9,10,1,1,0,5,0,0,1,1,1,9.9372,10.251,9,25,0
1.1787,12,8,1,1,0,5,0,1,0,0,1,7,10.251,9,26,0
1.0986,15,4,1,0,1,5,0,1,0,1,0,9.9372,8,9,25,0
0.9163,8,17,1,1,0,5,0,0,1,1,0,9.9372,8,9,31,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,7,7,8,31,0
1.0578,12,10,0,1,0,5,0,1,0,0,0,9,10,7,28,0
NA,NA,NA,0,NA,0,5,1,0,0,1,0,9.9372,0,9,28,0
1.7047,13,9,1,1,1,5,1,1,0,0,0,3,8,8,28,0
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,2,9,32,0
NA,NA,NA,1,NA,0,5,0,1,0,0,0,2,7,8,24,0
1.4563,12,15,0,1,0,5,0,1,0,0,0,12,12,3,33,0
1.3218,8,16,1,1,1,5,0,1,0,1,1,9.9372,10.251,9,30,0
NA,NA,NA,1,NA,0,5,0,1,0,0,0,12,12,3,26,0
1.7527,9,15,0,1,0,5,0,1,0,0,0,5,4,8,30,0
1.6696,13,6,0,1,0,5,0,1,0,0,1,5,10.251,9,25,0
0.9163,12,6,0,1,1,5,0,0,0,0,1,4,10.251,9,24,0
1.4816,12,9,0,1,0,5,0,0,1,1,0,9.9372,8,9,27,0
1.5195,12,8,0,1,0,5,0,0,1,1,0,9.9372,6,9,26,0
1.477,12,9,0,1,0,5,0,1,0,0,0,5,5,8,27,0
NA,12,8,0,1,0,5,0,1,0,0,0,7,7,8,26,0
NA,12,7,0,1,0,6,0,0,0,1,1,9.9372,10.251,9,25,0
1.7047,12,9,1,1,0,6,0,0,1,1,0,9.9372,5,9,27,0
1.8718,16,3,0,1,1,6,0,1,0,0,0,12,16,2,25,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,7,3,8,28,0
1.4422,11,9,0,1,0,6,0,1,0,0,0,7,3,8,26,0
NA,10,10,0,1,0,6,0,1,0,0,0,7,3,8,26,0
1.4351,13,8,0,1,1,6,0,1,0,0,0,18,8,5,27,0
0.6931,14,5,0,1,1,6,0,1,0,0,0,18,8,5,25,0
1.3863,8,12,0,1,0,6,0,1,0,0,0,3,10,8,26,0
1.0986,9,9,0,1,1,6,0,0,0,0,1,5,10.251,9,24,0
1.9657,12,12,0,1,1,6,0,1,0,0,0,5,7,8,30,0
1.3813,12,7,0,1,0,6,0,1,0,0,0,12,8,5,25,0
1.3813,9,14,0,1,0,6,0,1,0,0,0,6,8,8,29,0
1.9933,16,6,0,1,1,6,0,1,0,0,0,5,0,8,28,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,7,7,8,26,0
1.9286,12,7,0,1,0,6,0,1,0,0,0,12,12,3,25,0
NA,NA,NA,0,NA,0,6,0,0,0,0,0,4,7,8,25,0
NA,NA,NA,0,NA,0,6,0,0,0,0,0,5,7,8,24,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,5,5,8,28,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,10,14,6,28,0
0.7514,6,16,0,1,0,5,0,1,0,0,0,3,11,8,28,0
1.5151,12,13,0,1,0,5,0,1,0,1,0,9.9372,9,9,31,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,6,12,6,31,0
NA,NA,NA,0,NA,0,5,0,0,1,1,0,9.9372,13,4,25,0
1.2528,15,3,0,1,1,5,0,1,0,0,0,17,12,2,24,0
1.7527,16,6,0,1,0,5,1,0,1,1,0,9.9372,16,4,28,0
NA,12,9,1,1,0,5,0,0,0,0,0,7,9,8,27,0
NA,NA,NA,1,NA,0,5,0,1,0,1,0,9.9372,3,9,31,0
1.9445,16,9,0,0,0,5,1,1,0,0,0,10,14,6,31,0
1.3218,16,5,0,1,0,5,0,1,0,0,0,14,12,2,27,0
1.3218,13,5,0,1,0,5,0,1,0,0,0,14,12,2,24,0
1.292,12,15,0,1,0,5,0,1,0,0,0,10,9,7,33,0
NA,NA,NA,1,NA,0,5,0,1,0,0,0,10,11,7,31,0
0.7885,12,11,1,1,1,5,0,0,0,0,0,11,4,8,29,0
NA,NA,NA,1,NA,0,5,0,0,0,0,0,11,4,8,28,0
NA,NA,NA,1,NA,0,5,0,0,0,0,0,11,4,8,27,0
NA,NA,NA,1,NA,0,5,0,1,0,0,0,6,8,8,32,0
NA,NA,NA,1,NA,0,5,0,1,0,0,0,0,9,8,25,0
1.8262,16,9,1,1,1,5,0,1,0,0,0,0,0,8,31,0
NA,NA,NA,0,NA,0,5,0,0,0,0,1,9,10.251,9,32,0
NA,NA,NA,0,NA,0,5,1,1,0,0,0,14,10,5,27,0
1.3218,11,14,1,1,0,5,0,0,0,1,1,9.9372,10.251,9,31,0
1.2267,16,4,1,1,0,5,0,1,0,0,0,12,10,5,26,0
1.335,16,2,1,1,0,5,0,1,0,0,0,12,10,5,24,0
0.9555,11,15,0,1,1,5,0,0,0,1,1,9.9372,10.251,9,32,0
NA,NA,NA,0,NA,0,7,1,1,0,0,0,6,6,8,34,0
NA,NA,NA,1,NA,0,7,1,1,0,0,0,4,7,8,25,0
1.5872,8,16,1,1,1,7,1,1,0,1,1,9.9372,10.251,9,30,0
1.4656,11,9,1,1,1,7,1,1,0,0,0,8,9,8,26,0
NA,NA,NA,1,NA,0,7,1,1,0,0,1,8,10.251,9,29,0
1.2947,11,10,1,1,1,7,1,1,0,0,1,8,10.251,9,27,0
NA,NA,NA,1,NA,0,7,1,0,0,0,1,8,10.251,9,25,0
0.9439,14,13,1,1,1,7,1,0,1,1,1,9.9372,10.251,9,33,0
NA,16,6,0,1,1,7,1,1,0,0,0,12,12,3,28,0
1.6351,14,6,0,1,1,7,1,1,0,0,0,12,12,3,26,0
1.0578,15,10,0,1,1,7,1,1,0,0,0,8,9,8,31,0
NA,NA,NA,0,NA,0,7,1,0,0,1,1,9.9372,10.251,9,26,0
2.1587,18,6,0,1,1,7,1,1,0,0,0,8,13,6,30,0
1.4656,12,7,0,1,1,7,1,1,0,0,0,7,8,8,25,0
1.6094,1,22,0,1,1,7,1,1,0,0,0,0,3,8,29,0
NA,NA,NA,0,NA,0,7,1,0,0,1,1,9.9372,10.251,9,27,0
NA,16,7,0,1,1,7,1,1,0,0,0,14,13,1,29,0
1.7011,16,2,0,1,1,7,1,1,0,0,0,12,12,3,24,0
1.3863,12,11,0,1,1,7,1,1,0,0,0,4,6,8,29,0
1.4656,9,15,0,1,1,7,1,1,0,1,0,9.9372,8,9,30,0
NA,8,20,1,1,1,7,1,1,0,0,0,4,7,8,34,0
NA,NA,NA,1,NA,0,7,1,1,0,0,0,6,6,8,26,0
NA,17,3,0,1,1,6,0,1,0,0,0,15,15,1,26,0
NA,NA,NA,0,NA,0,6,0,1,0,0,1,10,10.251,9,25,0
1.3218,13,5,0,1,0,6,0,1,0,0,0,16,13,1,24,0
1.6993,12,14,0,1,1,6,1,1,0,0,0,12,12,3,32,0
NA,NA,NA,0,NA,0,6,1,1,0,0,0,7,10,8,25,0
NA,NA,NA,0,NA,0,6,1,1,0,0,0,7,10,8,27,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,8,9,8,26,0
1.3218,12,6,0,1,0,6,0,1,0,0,0,12,12,3,24,0
NA,NA,NA,0,NA,0,6,0,1,0,0,0,8,9,8,30,0
1.6094,14,5,0,1,0,6,0,1,0,0,0,10,12,6,25,0
1.2669,16,2,0,1,0,6,0,1,0,0,0,18,15,1,24,0
NA,NA,NA,0,NA,0,6,0,1,0,1,1,9.9372,10.251,9,33,0
1.7918,12,11,0,0,1,6,0,1,0,0,0,9,12,6,29,0
1.8718,12,16,0,1,1,6,1,1,0,0,0,2,3,8,34,0
2.1377,12,14,0,1,1,6,1,1,0,0,0,8,8,8,32,0
1.1787,12,9,0,1,1,6,1,1,0,0,0,10,9,7,27,0
1.0613,12,15,1,1,0,5,0,0,0,1,1,9.9372,10.251,9,33,1
1.5195,14,4,1,1,0,5,0,1,0,0,0,5,5,8,24,1
NA,NA,NA,1,NA,0,5,0,0,0,1,1,9.9372,10.251,9,33,1
1.9615,14,9,1,1,1,5,1,1,0,0,0,12,12,3,29,1
NA,12,8,1,1,0,5,0,1,0,0,0,12,12,3,26,1
NA,12,6,1,1,0,5,0,1,0,0,0,12,10,5,24,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,10,7,8,34,1
NA,12,14,0,1,0,5,0,1,0,0,0,10,7,8,32,1
1.4183,13,15,0,1,0,5,0,1,0,0,0,11,12,6,34,1
NA,12,6,0,1,0,5,0,1,0,0,0,12,12,3,24,1
1.8703,16,3,1,1,1,5,0,0,1,1,0,9.9372,16,4,25,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,8,8,8,34,1
NA,NA,NA,0,NA,0,5,0,0,1,1,0,9.9372,3,9,29,1
1.8453,13,7,0,1,1,5,0,1,0,1,1,9.9372,10.251,9,26,1
1.9755,16,6,0,1,0,5,0,1,0,0,0,10,12,6,28,1
NA,NA,NA,0,NA,0,5,0,0,0,1,1,9.9372,10.251,9,33,1
2.2116,12,14,0,1,1,5,0,1,0,0,0,12,9,5,32,1
1.3218,13,7,0,1,0,5,0,1,0,0,0,8,5,8,26,1
1.7783,18,3,0,1,1,5,1,1,0,0,0,12,12,3,27,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,10,12,6,27,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,9,5,34,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,8,5,34,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,7,7,8,27,1
2.0334,16,10,0,1,0,5,0,1,0,1,0,9.9372,12,4,32,0
1.6094,12,8,0,1,0,5,0,1,0,0,0,4,9,8,26,0
NA,NA,NA,0,NA,0,5,0,1,0,1,0,9.9372,10,9,33,0
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,9,9,27,0
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,9,9,24,0
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,12,3,24,0
1.0116,11,8,1,0,1,5,0,1,0,0,0,11,10,7,25,0
0.9555,10,8,1,0,1,5,0,1,0,0,0,11,10,7,24,0
2.2638,16,6,0,1,0,5,1,1,0,0,0,12,16,2,28,0
