"tmathssk","treadssk","classk","totexpk","sex","freelunk","race","schidkn"
489,403,"regular.with.aide",3,"boy","yes","white",78
463,422,"regular.with.aide",14,"girl","yes","black",73
405,411,"regular.with.aide",11,"boy","no","black",45
468,445,"small.class",9,"boy","no","white",3
473,414,"regular",8,"boy","no","white",3
444,414,"regular.with.aide",6,"girl","yes","black",16
489,447,"small.class",16,"boy","no","white",72
576,450,"small.class",11,"girl","no","black",23
528,461,"small.class",15,"girl","no","white",51
528,450,"regular.with.aide",27,"girl","no","white",70
454,403,"regular.with.aide",3,"girl","no","white",66
459,422,"regular",1,"girl","yes","white",6
439,425,"regular.with.aide",14,"girl","yes","white",73
520,450,"small.class",2,"girl","no","white",39
478,461,"regular",0,"boy","yes","black",27
528,465,"small.class",7,"girl","no","white",63
444,408,"regular",3,"boy","yes","white",53
489,455,"regular.with.aide",8,"girl","no","white",59
468,413,"regular.with.aide",5,"boy","no","white",60
473,447,"small.class",12,"girl","yes","black",25
576,497,"regular",13,"girl","yes","white",38
494,424,"regular",6,"boy","yes","white",71
576,465,"regular",12,"girl","no","white",72
459,434,"regular",13,"boy","no","white",56
536,460,"small.class",14,"boy","yes","white",59
439,405,"regular.with.aide",10,"girl","yes","black",68
528,440,"regular.with.aide",12,"girl","yes","white",12
559,455,"regular.with.aide",6,"boy","no","white",13
463,428,"regular",15,"boy","no","white",36
468,422,"regular",2,"girl","no","white",76
473,451,"small.class",2,"girl","no","white",34
506,434,"regular",4,"boy","yes","white",39
489,448,"regular",1,"girl","no","black",21
473,430,"regular.with.aide",10,"girl","yes","black",27
484,453,"small.class",7,"girl","no","white",63
547,447,"small.class",8,"boy","yes","white",70
494,437,"small.class",20,"girl","yes","white",71
484,461,"regular.with.aide",8,"girl","no","white",59
449,402,"small.class",12,"boy","no","white",74
536,468,"regular",3,"boy","no","white",43
454,413,"regular.with.aide",2,"girl","yes","black",32
489,428,"small.class",21,"girl","yes","white",56
489,427,"regular.with.aide",10,"girl","yes","white",72
576,497,"regular.with.aide",13,"girl","no","white",76
494,434,"regular",1,"girl","no","black",23
473,439,"regular.with.aide",0,"boy","yes","black",44
478,437,"small.class",13,"girl","no","black",24
473,431,"regular",12,"girl","no","white",65
494,407,"regular",12,"girl","yes","white",72
547,456,"regular.with.aide",11,"boy","no","white",75
520,425,"regular.with.aide",8,"girl","no","white",61
500,445,"small.class",5,"girl","no","white",17
392,388,"regular.with.aide",11,"girl","yes","black",18
478,425,"regular",0,"girl","yes","black",27
506,443,"small.class",12,"boy","no","black",25
500,419,"regular.with.aide",8,"girl","no","white",61
459,419,"regular",2,"boy","no","white",76
473,425,"regular.with.aide",10,"boy","yes","black",24
547,554,"regular.with.aide",12,"girl","no","black",10
500,437,"small.class",11,"boy","yes","white",47
468,421,"regular",7,"girl","yes","black",28
576,437,"small.class",15,"boy","yes","white",43
489,421,"small.class",8,"boy","no","black",28
528,456,"regular",0,"girl","yes","black",31
547,443,"regular.with.aide",12,"girl","no","white",10
478,437,"small.class",1,"boy","no","white",60
439,395,"regular",8,"boy","no","white",66
468,421,"regular.with.aide",9,"girl","yes","white",53
463,434,"small.class",2,"boy","no","white",73
375,386,"regular.with.aide",8,"girl","yes","white",57
536,470,"small.class",19,"boy","no","white",64
576,503,"regular.with.aide",24,"girl","yes","black",30
454,410,"regular.with.aide",0,"boy","yes","black",32
520,414,"regular.with.aide",3,"boy","yes","white",7
468,421,"regular",9,"boy","yes","black",28
506,470,"small.class",4,"girl","no","white",46
513,425,"small.class",22,"boy","no","white",76
392,400,"regular",6,"boy","yes","white",2
489,413,"regular",11,"boy","no","white",75
536,453,"regular.with.aide",12,"boy","no","white",50
473,402,"regular.with.aide",2,"boy","yes","white",71
463,434,"small.class",2,"girl","yes","black",28
405,400,"small.class",6,"boy","yes","white",50
559,458,"regular",0,"girl","no","white",67
449,421,"small.class",7,"boy","yes","black",63
463,421,"small.class",8,"girl","no","white",8
423,400,"small.class",9,"boy","no","white",53
399,400,"regular",11,"boy","yes","white",64
506,455,"regular.with.aide",11,"girl","no","white",37
444,413,"small.class",6,"boy","yes","white",62
429,419,"regular.with.aide",5,"boy","no","white",64
528,445,"regular.with.aide",12,"boy","no","white",50
626,474,"regular.with.aide",3,"girl","no","white",7
494,474,"regular",13,"girl","yes","white",74
434,405,"small.class",3,"girl","no","white",75
478,411,"small.class",12,"girl","no","white",34
513,455,"regular.with.aide",7,"boy","no","white",54
489,436,"regular.with.aide",0,"girl","no","white",37
489,448,"regular.with.aide",9,"boy","no","white",65
489,411,"small.class",6,"girl","yes","black",19
559,485,"small.class",2,"girl","yes","black",30
506,480,"small.class",5,"boy","yes","black",29
459,407,"regular",13,"boy","no","white",55
429,410,"regular",8,"boy","yes","white",72
547,436,"small.class",8,"girl","no","white",38
489,425,"regular.with.aide",27,"boy","no","white",70
439,427,"regular.with.aide",12,"boy","yes","white",79
489,451,"regular.with.aide",14,"boy","no","white",36
463,421,"small.class",6,"girl","yes","white",62
412,386,"regular.with.aide",13,"girl","no","white",55
494,431,"regular",8,"girl","yes","other",72
429,400,"regular.with.aide",6,"boy","yes","black",16
547,467,"small.class",16,"girl","no","white",51
602,487,"small.class",14,"boy","no","white",9
484,424,"regular",11,"girl","no","white",75
528,458,"regular.with.aide",7,"boy","no","white",54
520,450,"regular.with.aide",11,"girl","no","white",75
559,424,"small.class",9,"boy","yes","black",22
439,428,"regular.with.aide",22,"boy","yes","black",33
528,453,"small.class",3,"boy","yes","black",28
536,472,"regular.with.aide",7,"girl","yes","white",63
500,480,"regular",3,"boy","no","white",58
489,463,"regular.with.aide",27,"boy","no","white",70
444,408,"regular",0,"boy","no","white",17
520,434,"regular.with.aide",11,"boy","yes","white",37
423,400,"small.class",3,"boy","no","white",75
489,492,"regular",11,"boy","no","white",11
399,402,"regular",13,"boy","no","white",55
478,440,"small.class",5,"boy","yes","white",67
444,413,"regular",3,"boy","yes","black",56
489,418,"small.class",1,"boy","yes","white",37
506,470,"regular",12,"girl","yes","white",72
547,447,"small.class",8,"girl","no","white",78
484,447,"regular.with.aide",12,"girl","no","white",8
547,460,"regular",12,"boy","yes","black",27
459,419,"regular",13,"girl","no","white",55
602,439,"small.class",12,"girl","no","white",50
459,421,"regular",4,"boy","no","white",35
412,390,"regular",6,"boy","yes","black",19
454,410,"regular.with.aide",12,"girl","yes","black",50
547,495,"small.class",16,"girl","no","white",72
547,500,"small.class",9,"boy","yes","white",12
489,395,"regular",0,"boy","yes","black",7
434,414,"small.class",1,"boy","no","white",57
478,424,"regular.with.aide",16,"boy","yes","black",22
439,408,"regular",9,"girl","yes","black",28
473,413,"regular.with.aide",2,"girl","no","white",71
412,414,"regular",6,"girl","no","white",71
513,463,"small.class",4,"boy","no","white",63
506,422,"regular.with.aide",12,"boy","no","white",63
429,407,"small.class",6,"boy","yes","white",71
536,461,"regular",6,"boy","no","white",13
478,416,"regular",2,"boy","no","white",57
468,427,"regular.with.aide",13,"girl","yes","white",48
478,411,"regular.with.aide",9,"girl","yes","black",53
468,413,"regular.with.aide",5,"boy","yes","white",60
449,413,"small.class",6,"boy","no","white",71
434,405,"regular.with.aide",0,"girl","yes","black",32
454,391,"regular",9,"girl","no","white",18
484,416,"regular.with.aide",8,"boy","yes","white",5
484,411,"regular",0,"boy","no","white",67
484,458,"regular.with.aide",9,"boy","no","white",49
434,407,"regular",13,"girl","yes","white",50
459,439,"small.class",8,"boy","no","white",38
418,382,"regular.with.aide",12,"boy","yes","white",35
423,397,"regular",18,"boy","yes","black",25
434,428,"regular.with.aide",5,"girl","no","white",64
449,424,"regular.with.aide",1,"boy","yes","black",14
484,437,"small.class",8,"boy","yes","white",68
559,442,"regular.with.aide",8,"girl","yes","black",17
484,447,"regular.with.aide",13,"girl","no","white",80
463,427,"small.class",13,"girl","no","black",24
434,386,"regular",3,"girl","yes","black",32
459,490,"regular.with.aide",13,"boy","no","white",66
484,436,"small.class",10,"girl","no","black",51
494,442,"regular.with.aide",9,"boy","no","white",65
439,390,"regular.with.aide",0,"girl","yes","black",32
513,434,"regular.with.aide",10,"boy","no","white",68
500,451,"regular.with.aide",5,"boy","no","white",39
459,427,"regular",13,"boy","yes","white",50
520,483,"small.class",1,"girl","no","white",73
454,425,"regular",8,"girl","yes","white",72
444,425,"regular.with.aide",5,"boy","yes","black",33
559,425,"regular",10,"girl","yes","black",30
444,407,"small.class",3,"girl","yes","black",45
513,427,"regular",6,"girl","no","white",71
463,411,"regular.with.aide",3,"boy","yes","white",78
399,397,"regular",5,"girl","no","black",37
434,400,"regular.with.aide",6,"boy","yes","black",16
473,434,"small.class",8,"boy","no","white",41
559,545,"regular.with.aide",13,"boy","no","white",11
412,403,"regular.with.aide",3,"girl","yes","white",78
602,545,"small.class",15,"girl","no","white",51
506,478,"small.class",8,"girl","no","white",38
520,443,"small.class",18,"girl","no","white",41
478,388,"regular.with.aide",11,"girl","no","white",6
559,483,"small.class",21,"girl","no","white",56
468,413,"regular",11,"girl","no","white",75
468,437,"regular.with.aide",10,"girl","yes","white",68
520,487,"regular",12,"boy","yes","black",27
468,456,"regular.with.aide",11,"boy","yes","white",9
423,393,"regular.with.aide",12,"boy","yes","white",79
478,450,"regular.with.aide",15,"girl","yes","white",21
547,487,"small.class",6,"boy","no","white",69
513,436,"regular.with.aide",11,"girl","no","white",75
429,384,"regular",8,"boy","no","white",5
478,433,"regular",10,"girl","yes","black",70
576,440,"regular.with.aide",20,"girl","yes","black",27
405,403,"small.class",1,"boy","yes","white",73
536,522,"regular.with.aide",0,"girl","no","white",37
423,397,"regular.with.aide",11,"boy","yes","black",45
463,440,"small.class",15,"girl","yes","white",70
528,411,"regular",24,"boy","yes","black",22
536,490,"small.class",7,"boy","no","white",63
463,414,"small.class",13,"girl","no","white",8
418,395,"small.class",9,"boy","yes","white",53
418,393,"regular",6,"girl","yes","black",33
463,425,"regular.with.aide",6,"boy","no","white",13
478,437,"regular",4,"boy","no","white",80
444,410,"regular",8,"girl","no","white",78
506,434,"small.class",14,"boy","no","white",52
454,416,"small.class",4,"girl","yes","white",63
494,437,"regular.with.aide",11,"girl","yes","white",37
559,424,"small.class",5,"boy","no","white",79
576,442,"regular.with.aide",11,"girl","no","white",75
473,411,"regular",20,"boy","yes","white",12
473,402,"regular",10,"boy","no","black",30
463,422,"small.class",15,"boy","yes","white",55
468,428,"regular",15,"girl","no","white",41
626,461,"regular",12,"girl","no","white",52
418,416,"regular.with.aide",10,"boy","no","black",24
468,461,"regular",9,"girl","no","black",28
444,424,"regular.with.aide",22,"girl","yes","black",33
547,470,"regular.with.aide",14,"boy","yes","white",9
494,460,"regular",12,"boy","yes","white",65
473,433,"small.class",8,"boy","no","white",49
576,518,"small.class",14,"girl","no","white",74
473,436,"small.class",3,"girl","yes","black",45
626,461,"regular.with.aide",24,"girl","yes","black",30
494,460,"regular.with.aide",11,"girl","no","white",9
489,467,"small.class",7,"boy","no","white",9
494,413,"small.class",6,"boy","no","white",50
418,390,"regular",1,"boy","yes","black",22
500,440,"regular",10,"girl","yes","black",30
536,425,"regular",5,"girl","no","white",47
473,442,"regular",14,"girl","no","white",42
444,436,"regular.with.aide",3,"boy","no","white",66
559,492,"small.class",5,"girl","no","white",35
423,408,"regular",12,"girl","yes","other",8
468,437,"small.class",15,"boy","yes","white",66
528,439,"regular.with.aide",8,"girl","no","white",17
423,393,"regular",12,"girl","yes","black",45
484,421,"small.class",11,"girl","yes","black",27
536,458,"regular",10,"boy","no","white",63
520,431,"small.class",1,"girl","yes","black",27
576,510,"small.class",14,"girl","no","white",52
459,408,"regular.with.aide",8,"girl","no","white",57
439,388,"regular",0,"girl","no","black",17
547,478,"regular.with.aide",12,"girl","no","white",10
473,410,"small.class",11,"boy","no","white",61
484,440,"small.class",11,"girl","no","white",47
463,434,"regular.with.aide",10,"boy","yes","black",28
429,430,"small.class",3,"girl","no","white",56
468,411,"regular",3,"boy","no","white",58
513,472,"regular.with.aide",11,"boy","no","white",75
484,439,"regular.with.aide",5,"girl","yes","black",33
454,407,"regular",20,"boy","yes","white",12
478,443,"regular",13,"girl","yes","white",55
454,402,"regular",2,"boy","yes","black",32
392,400,"regular",10,"boy","yes","black",63
339,390,"regular.with.aide",11,"boy","yes","black",45
520,447,"regular",9,"girl","yes","black",28
576,545,"small.class",12,"girl","no","white",80
494,472,"regular",11,"girl","no","white",11
626,467,"small.class",18,"boy","no","white",41
468,422,"regular",13,"girl","no","white",74
434,403,"small.class",1,"boy","yes","black",57
444,430,"small.class",3,"girl","yes","white",56
489,440,"regular.with.aide",9,"boy","no","white",3
429,397,"regular.with.aide",5,"boy","no","white",64
468,456,"regular",3,"girl","yes","black",32
506,425,"regular.with.aide",16,"girl","no","white",41
459,431,"regular",10,"boy","yes","white",70
429,393,"regular",1,"boy","yes","black",22
536,474,"small.class",6,"boy","yes","white",72
423,397,"small.class",1,"girl","yes","black",26
494,448,"regular",13,"girl","no","white",75
602,465,"regular",13,"girl","no","white",55
449,408,"small.class",11,"girl","no","white",60
423,402,"regular",12,"boy","yes","black",45
405,380,"regular",12,"girl","yes","black",45
547,487,"regular",13,"girl","no","white",74
429,422,"regular.with.aide",17,"boy","yes","black",16
576,490,"small.class",16,"girl","no","white",72
536,440,"regular",0,"boy","no","white",17
439,405,"regular",5,"boy","yes","white",9
547,487,"regular.with.aide",7,"girl","no","white",54
468,434,"regular",13,"girl","yes","white",50
513,447,"small.class",8,"girl","yes","black",68
559,465,"small.class",2,"girl","yes","black",19
528,465,"small.class",17,"girl","yes","white",48
429,397,"regular.with.aide",12,"girl","yes","white",35
454,419,"regular",1,"girl","yes","black",22
473,447,"regular.with.aide",5,"boy","no","white",64
520,483,"regular",19,"girl","no","white",73
444,390,"regular.with.aide",17,"boy","yes","white",2
559,510,"regular",10,"boy","no","white",70
528,439,"regular",13,"girl","no","white",75
528,443,"regular",1,"boy","no","white",76
559,450,"regular.with.aide",2,"boy","no","white",71
423,414,"small.class",8,"girl","no","white",8
513,500,"small.class",21,"girl","no","black",20
459,416,"regular.with.aide",7,"boy","no","white",4
576,468,"regular.with.aide",3,"boy","no","white",42
536,413,"regular.with.aide",5,"boy","no","white",21
547,445,"regular.with.aide",10,"girl","yes","white",72
