"stateur","statemb","state","age","tenure","joblost","nwhite","school12","sex","bluecol","smsa","married","dkids","dykids","yrdispl","rr","head","ui"
7.5,210,93,47,1,"slack_work","no","no","male","yes","yes","yes","yes","no",10,0.350211,"yes","yes"
5.4,118,57,36,2,"other","yes","no","male","yes","no","no","no","no",2,0.5,"yes","no"
6.1,125,43,30,6,"slack_work","no","no","female","yes","no","no","yes","no",5,0.5859375,"yes","yes"
11.4,168,33,28,1,"slack_work","no","no","female","yes","no","yes","yes","yes",2,0.5,"no","no"
4.3,176,54,47,15,"slack_work","yes","yes","female","yes","yes","no","yes","no",9,0.520202,"yes","yes"
12.1,163,91,46,1,"other","no","no","female","yes","no","no","no","no",1,0.522449,"yes","no"
7.1,183,83,35,1,"slack_work","no","yes","male","yes","no","yes","yes","no",4,0.488,"yes","yes"
5.1,252,16,42,10,"other","no","no","male","yes","yes","no","no","no",9,0.5,"yes","yes"
6.7,166,56,58,13,"other","no","no","female","yes","no","yes","no","no",3,0.5,"no","no"
7.3,225,59,24,1,"other","no","yes","female","yes","yes","no","yes","yes",10,0.4951456,"yes","no"
11.7,148,33,27,4,"slack_work","no","no","male","yes","no","yes","yes","yes",1,0.5,"yes","yes"
5.4,200,83,24,2,"seasonal_job_ended","no","no","male","yes","no","yes","yes","yes",9,0.4004854,"yes","no"
6.6,165,62,56,4,"other","no","no","male","yes","yes","yes","no","no",10,0.4050633,"yes","yes"
15,223,55,25,6,"other","no","no","male","yes","no","no","no","no",3,0.5192308,"no","yes"
8.8,143,15,36,6,"slack_work","no","yes","male","yes","yes","yes","yes","no",1,0.3167331,"yes","yes"
8.9,147,31,26,4,"other","no","yes","male","yes","yes","no","no","no",4,0.245,"no","no"
6.7,188,94,46,3,"seasonal_job_ended","no","no","male","yes","yes","yes","yes","no",8,0.2685338,"no","no"
7.9,151,61,42,18,"other","no","yes","male","yes","yes","yes","yes","no",7,0.2801636,"yes","yes"
5.9,182,74,43,2,"other","no","yes","male","yes","yes","no","no","no",3,0.5225806,"yes","no"
5.3,166,93,39,16,"slack_work","no","no","male","yes","yes","no","no","no",7,0.2765568,"yes","no"
5.9,182,74,27,2,"other","no","yes","male","yes","yes","no","no","no",3,0.3487941,"no","yes"
11.5,205,72,49,4,"other","yes","no","male","yes","no","yes","yes","no",4,0.52,"yes","yes"
9,282,14,50,4,"slack_work","no","no","male","yes","no","no","no","no",10,0.3528481,"yes","yes"
5.4,280,23,35,11,"position_abolished","no","no","male","yes","yes","yes","no","no",9,0.5207668,"yes","yes"
6.8,232,23,32,2,"other","no","no","female","yes","no","no","no","no",5,0.5185185,"yes","yes"
12.4,90,63,39,3,"other","no","no","male","yes","no","yes","yes","no",1,0.4484305,"yes","yes"
6.7,166,93,34,5,"slack_work","no","no","female","yes","yes","yes","no","no",5,0.3949045,"no","yes"
6.6,190,84,39,17,"other","yes","no","male","yes","yes","yes","yes","no",2,0.5423281,"yes","yes"
6.9,153,52,30,3,"slack_work","yes","no","male","yes","no","no","yes","yes",2,0.5092593,"yes","yes"
10.2,105,43,51,5,"slack_work","no","no","male","yes","yes","yes","no","no",1,0.1515544,"yes","yes"
7,189,74,42,5,"slack_work","no","no","male","yes","yes","yes","yes","no",4,0.52,"yes","yes"
7.2,260,21,48,28,"other","no","no","male","yes","yes","yes","no","no",10,0.355286,"yes","yes"
6.6,190,84,33,5,"other","no","no","male","yes","no","yes","yes","yes",2,0.6011561,"yes","no"
2.8,256,95,28,1,"other","yes","no","male","yes","yes","yes","yes","yes",9,0.5121359,"no","yes"
7.3,196,35,31,5,"slack_work","no","no","male","yes","yes","no","no","no",3,0.5012854,"no","yes"
6.5,180,21,48,14,"other","yes","no","male","yes","yes","yes","yes","no",4,0.48,"yes","yes"
4.1,236,56,29,2,"slack_work","no","no","male","yes","no","no","no","no",9,0.5,"no","no"
6.2,170,22,41,2,"slack_work","yes","yes","female","yes","yes","no","yes","no",3,0.6634616,"yes","no"
5.9,200,59,27,2,"slack_work","no","yes","male","yes","yes","no","no","no",9,0.4459459,"no","yes"
6.1,125,43,47,1,"slack_work","no","no","female","yes","yes","yes","no","no",5,0.583815,"no","yes"
6.5,180,21,37,12,"other","no","no","male","yes","yes","yes","yes","no",4,0.5,"yes","yes"
2.8,256,95,28,8,"position_abolished","yes","yes","female","yes","yes","no","no","no",9,0.4442105,"no","yes"
5,214,22,23,1,"slack_work","no","no","male","yes","yes","yes","no","no",5,0.6,"yes","no"
6.7,197,73,41,1,"other","no","no","male","yes","yes","yes","yes","no",10,0.5198556,"yes","yes"
18,211,55,28,3,"slack_work","no","no","female","yes","no","yes","yes","yes",2,0.5208914,"no","yes"
7.7,204,71,21,1,"slack_work","no","no","female","yes","no","yes","no","no",7,0.5,"no","no"
7,147,31,31,8,"other","no","no","male","yes","yes","yes","yes","no",6,0.3861111,"yes","no"
7.2,170,21,54,30,"other","no","no","male","yes","yes","yes","no","no",3,0.3352381,"yes","yes"
8.1,147,31,26,1,"slack_work","yes","no","male","yes","yes","no","no","no",5,0.5,"yes","yes"
9.1,145,81,46,16,"other","no","no","male","yes","no","yes","yes","no",1,0.3632287,"yes","yes"
3.3,204,16,50,12,"other","no","no","male","yes","yes","yes","no","no",6,0.5026455,"yes","yes"
9.4,136,93,22,1,"other","no","no","female","yes","yes","yes","no","no",1,0.4196429,"no","no"
7.2,170,21,28,4,"position_abolished","yes","yes","male","yes","yes","yes","yes","yes",3,0.4045977,"yes","no"
5.3,164,15,52,5,"other","no","no","female","yes","yes","no","no","no",3,0.5511364,"no","no"
10.1,136,71,31,3,"slack_work","no","yes","male","yes","no","yes","yes","no",2,0.486755,"yes","no"
5.2,197,44,29,2,"other","no","no","male","yes","yes","no","no","no",6,0.5,"yes","no"
6.4,196,31,34,4,"slack_work","no","no","male","yes","yes","yes","yes","yes",10,0.3270042,"yes","yes"
6.9,153,52,29,5,"slack_work","yes","no","male","yes","yes","yes","yes","no",2,0.5092593,"yes","no"
7.3,225,59,35,2,"slack_work","no","yes","male","yes","yes","no","no","no",10,0.502439,"yes","no"
9.7,166,93,25,3,"other","no","no","male","yes","yes","no","no","no",2,0.3928571,"no","no"
8.4,203,74,24,1,"slack_work","no","no","male","yes","yes","yes","no","no",6,0.5198777,"yes","no"
7.2,170,21,52,4,"slack_work","no","no","female","yes","yes","yes","no","no",3,0.5,"no","yes"
11.6,84,32,31,3,"other","no","no","male","yes","yes","no","no","no",1,0.2596685,"yes","yes"
7.5,115,58,42,7,"position_abolished","no","no","male","yes","no","no","no","no",2,0.1766382,"yes","yes"
9,282,14,43,4,"other","no","yes","male","yes","yes","yes","no","no",10,0.4988506,"no","yes"
10.1,136,71,29,1,"seasonal_job_ended","no","no","male","yes","no","yes","yes","yes",2,0.4537037,"yes","yes"
5.4,125,21,42,1,"slack_work","no","no","male","yes","yes","no","no","no",2,0.3125,"yes","yes"
6.5,180,21,33,1,"slack_work","yes","no","male","yes","yes","no","no","no",4,0.5,"yes","no"
6.5,180,21,25,2,"slack_work","no","yes","female","yes","yes","no","no","no",4,0.5,"yes","no"
8.9,189,74,42,2,"other","no","no","female","yes","yes","yes","yes","no",5,0.5186567,"no","no"
6.5,180,21,57,12,"other","no","no","female","yes","yes","yes","no","no",4,0.5018182,"no","yes"
6.3,135,86,46,1,"slack_work","no","no","male","yes","yes","no","no","no",7,0.3253968,"yes","no"
8.6,125,59,30,3,"other","no","no","male","yes","yes","yes","yes","yes",2,0.3901734,"yes","no"
6.5,180,21,28,4,"slack_work","no","no","male","yes","yes","yes","yes","yes",4,0.5,"yes","yes"
9,192,83,38,1,"slack_work","no","no","male","yes","no","yes","no","no",5,0.3315697,"yes","yes"
8.9,166,56,35,2,"position_abolished","no","no","female","yes","no","yes","yes","no",2,0.5021459,"no","yes"
5.7,203,22,49,7,"slack_work","no","no","female","yes","yes","yes","no","no",4,0.4879808,"no","yes"
6.9,291,23,34,3,"slack_work","no","no","male","yes","yes","yes","no","no",10,0.5189874,"yes","no"
5.4,225,35,35,1,"slack_work","no","no","male","yes","no","no","no","no",10,0.520202,"yes","yes"
7.8,166,93,41,2,"position_abolished","no","no","female","yes","yes","yes","yes","no",3,0.3956835,"no","no"
14.4,194,55,58,6,"slack_work","no","no","male","yes","yes","no","no","no",1,0.5179856,"yes","yes"
9.1,161,33,32,3,"slack_work","yes","no","male","yes","yes","yes","no","no",3,0.4782609,"no","no"
8.1,161,33,45,2,"other","no","no","male","yes","yes","yes","yes","no",5,0.2925926,"yes","no"
7.8,166,93,31,4,"slack_work","no","no","male","yes","yes","yes","yes","yes",3,0.393401,"yes","yes"
7.2,260,21,23,1,"seasonal_job_ended","no","yes","male","yes","no","no","no","no",10,0.5,"no","yes"
6.4,120,43,35,3,"position_abolished","no","yes","male","yes","yes","yes","yes","yes",4,0.1664355,"yes","no"
5.6,190,93,45,17,"other","no","no","male","yes","yes","yes","yes","no",9,0.3951368,"no","no"
10,156,94,33,4,"other","no","yes","male","yes","no","no","no","no",3,0.3127413,"yes","no"
7.2,166,93,26,2,"slack_work","yes","no","female","yes","yes","no","yes","no",4,0.395,"no","yes"
7.8,166,93,30,2,"other","no","no","male","yes","yes","yes","yes","yes",3,0.1660232,"yes","yes"
10.5,251,55,52,10,"slack_work","no","no","male","yes","no","no","yes","no",10,0.385214,"yes","yes"
7.2,166,93,21,2,"seasonal_job_ended","yes","no","male","yes","yes","no","no","no",4,0.2766667,"no","yes"
3.6,204,56,31,7,"other","yes","no","male","yes","no","no","no","no",7,0.5023924,"no","yes"
12.4,183,72,27,2,"slack_work","yes","yes","male","yes","yes","no","no","no",1,0.519403,"yes","yes"
6.3,149,47,25,2,"slack_work","yes","no","female","yes","no","no","yes","yes",1,0.552,"yes","no"
5.1,166,93,44,1,"other","no","no","female","yes","yes","yes","no","no",8,0.3317972,"no","yes"
5.1,193,82,57,12,"seasonal_job_ended","no","no","male","yes","no","yes","no","no",8,0.5,"yes","yes"
7.2,166,93,34,7,"slack_work","yes","yes","male","yes","yes","no","yes","no",4,0.3942857,"no","yes"
7.8,166,93,51,20,"slack_work","no","no","male","yes","yes","no","no","no",3,0.3950276,"yes","yes"
6.9,172,14,30,3,"slack_work","no","yes","male","yes","no","yes","no","no",2,0.3131313,"yes","no"
9.4,136,93,30,1,"seasonal_job_ended","no","no","male","yes","no","no","no","no",1,0.3897436,"no","yes"
11.7,148,33,59,5,"other","no","no","female","yes","no","yes","no","no",1,0.5,"no","yes"
7.4,168,33,38,5,"slack_work","no","no","male","yes","no","yes","yes","no",6,0.335443,"yes","yes"
5.1,166,93,28,1,"seasonal_job_ended","no","no","male","yes","yes","no","no","no",8,0.3917051,"yes","yes"
10.3,156,94,22,2,"seasonal_job_ended","no","no","male","yes","no","yes","no","no",2,0.1566265,"yes","yes"
8.1,150,51,26,6,"position_abolished","yes","no","male","yes","no","no","no","no",2,0.5,"yes","no"
7.8,166,93,35,3,"seasonal_job_ended","no","yes","male","yes","yes","yes","yes","no",3,0.1730382,"yes","yes"
6.5,180,21,25,4,"other","no","no","male","yes","yes","no","no","no",4,0.5,"no","yes"
7.5,115,58,29,2,"slack_work","yes","no","female","yes","yes","no","no","no",2,0.5198238,"no","yes"
9.2,154,85,28,2,"slack_work","no","no","female","yes","no","no","yes","yes",5,0.5,"yes","yes"
7.7,147,74,25,2,"other","yes","no","male","yes","yes","yes","yes","yes",1,0.2939068,"yes","yes"
5.4,125,21,60,10,"other","no","no","male","yes","yes","yes","no","no",2,0.5,"yes","yes"
11.4,168,33,21,1,"other","yes","no","female","yes","yes","no","no","no",2,0.4957983,"no","yes"
14.3,182,34,32,1,"other","no","yes","female","yes","yes","no","no","no",1,0.3637993,"no","no"
6.2,199,33,23,1,"slack_work","no","no","male","yes","yes","no","no","no",9,0.4909091,"yes","yes"
9.1,214,23,34,1,"slack_work","no","no","male","yes","yes","no","yes","yes",3,0.5177665,"yes","no"
8.2,197,73,37,5,"other","no","no","male","yes","yes","yes","yes","no",5,0.5203488,"yes","no"
8.9,189,74,40,17,"other","no","no","male","yes","yes","yes","no","no",5,0.3157895,"yes","yes"
5.5,169,31,32,1,"slack_work","no","no","female","yes","no","no","yes","yes",8,0.5,"yes","yes"
5.3,175,59,48,4,"other","no","no","female","yes","yes","yes","no","no",6,0.5026455,"no","yes"
14.2,197,34,22,2,"position_abolished","no","no","female","yes","yes","no","no","no",2,0.5268292,"yes","yes"
12.6,105,64,31,2,"seasonal_job_ended","yes","no","female","yes","no","no","yes","yes",2,0.5,"yes","no"
3.6,204,56,34,8,"other","yes","no","female","yes","yes","no","no","no",7,0.5014663,"yes","no"
5.6,190,93,52,2,"slack_work","no","no","female","yes","yes","yes","yes","no",9,0.3930636,"no","yes"
7.3,225,59,55,1,"position_abolished","no","yes","male","yes","yes","yes","no","no",10,0.4979592,"yes","yes"
3.6,204,56,45,1,"other","no","no","female","yes","no","yes","no","no",7,0.5022026,"no","yes"
7.2,166,93,41,1,"slack_work","no","no","male","yes","yes","yes","no","no",4,0.39375,"yes","yes"
7.8,166,93,28,2,"other","yes","no","female","yes","yes","yes","yes","no",3,0.3950276,"no","yes"
7.3,220,71,31,4,"slack_work","no","no","male","yes","no","yes","yes","no",10,0.4981949,"yes","no"
6.2,135,86,33,2,"slack_work","no","no","male","yes","yes","yes","yes","no",6,0.2253521,"yes","yes"
5,200,59,60,2,"slack_work","no","no","female","yes","yes","yes","no","no",7,0.5,"no","yes"
6.7,145,82,59,12,"other","no","no","female","yes","no","yes","no","no",1,0.4983713,"no","yes"
3.2,220,14,40,7,"other","no","no","female","yes","yes","yes","yes","no",6,0.4962406,"no","yes"
5.3,175,59,43,1,"other","no","no","male","yes","yes","yes","yes","no",6,0.5,"yes","no"
4.7,129,45,31,3,"slack_work","no","no","male","yes","yes","yes","yes","yes",5,0.1771269,"yes","yes"
14.2,197,34,48,4,"slack_work","no","no","male","yes","no","yes","no","no",2,0.4786517,"yes","yes"
6.2,175,57,23,1,"other","yes","no","female","yes","no","no","no","no",10,0.5,"no","yes"
7.8,166,93,48,10,"slack_work","no","no","female","yes","yes","yes","no","no",3,0.3943299,"no","no"
7.2,166,93,46,6,"slack_work","no","no","female","yes","yes","no","yes","no",4,0.3954546,"yes","yes"
6.2,199,33,57,10,"slack_work","no","no","male","yes","yes","yes","no","no",9,0.3452632,"yes","yes"
8.3,245,55,30,8,"other","no","yes","male","yes","no","yes","yes","yes",9,0.4459161,"yes","no"
13.1,205,72,30,5,"slack_work","no","no","male","yes","yes","yes","yes","no",5,0.3412564,"yes","yes"
5.9,182,74,27,1,"other","no","no","female","yes","yes","yes","yes","no",3,0.5204461,"no","no"
11.5,205,72,41,8,"other","no","yes","female","yes","no","yes","yes","no",4,0.52,"no","yes"
11,179,35,29,9,"other","no","yes","male","yes","yes","yes","yes","no",1,0.4985075,"yes","yes"
6.4,120,43,60,3,"slack_work","no","no","female","yes","no","no","no","no",4,0.5866666,"yes","no"
6.4,96,32,41,5,"seasonal_job_ended","no","no","male","yes","no","yes","no","no",6,0.1550256,"yes","yes"
8.1,161,33,41,18,"slack_work","no","no","male","yes","no","yes","yes","no",5,0.4779661,"yes","yes"
5.7,203,22,38,12,"other","no","no","male","yes","yes","yes","yes","no",4,0.6,"yes","yes"
4.1,171,11,36,16,"other","no","yes","male","yes","no","yes","yes","no",8,0.2840691,"yes","no"
9.1,145,81,27,4,"slack_work","no","no","male","yes","no","no","no","no",1,0.3875598,"no","no"
5.7,241,23,50,1,"slack_work","no","no","female","yes","yes","no","no","no",6,0.5220588,"yes","yes"
11.7,148,33,50,3,"other","no","yes","female","yes","yes","no","yes","no",1,0.5022421,"yes","yes"
7.2,166,93,33,8,"slack_work","no","no","female","yes","yes","yes","yes","no",4,0.3933333,"no","yes"
12.4,90,63,47,18,"other","yes","no","male","yes","yes","yes","no","no",1,0.3584229,"no","yes"
9.5,185,91,27,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",3,0.5175439,"yes","no"
7.2,170,21,40,3,"slack_work","no","no","male","yes","yes","yes","yes","no",3,0.4467005,"yes","no"
6.8,232,23,42,17,"slack_work","no","no","male","yes","yes","no","yes","no",5,0.519084,"yes","no"
6.2,166,61,31,4,"slack_work","no","yes","male","yes","yes","yes","yes","yes",8,0.6175115,"yes","yes"
7.8,166,93,27,2,"slack_work","no","no","male","yes","yes","no","no","no",3,0.3957704,"no","no"
11.4,168,33,34,10,"other","no","no","male","yes","yes","no","no","no",2,0.4189815,"no","yes"
8.1,161,33,33,4,"other","no","no","male","yes","yes","no","yes","yes",5,0.2925926,"yes","yes"
9.9,105,43,37,10,"other","no","no","male","yes","yes","yes","yes","no",2,0.1743827,"yes","no"
7,189,74,32,13,"slack_work","no","no","male","yes","yes","no","no","no",4,0.27,"yes","no"
8.8,197,34,39,10,"slack_work","no","yes","male","yes","yes","yes","yes","no",5,0.2458599,"yes","yes"
9.7,166,93,59,4,"position_abolished","no","no","male","yes","yes","yes","no","no",2,0.3849462,"yes","yes"
10.8,188,94,46,6,"other","no","yes","male","yes","yes","yes","yes","no",6,0.2684766,"yes","no"
10.8,188,94,39,2,"slack_work","no","yes","female","yes","no","yes","no","no",5,0.4957507,"no","yes"
10.8,188,94,30,3,"slack_work","no","no","male","yes","yes","yes","no","no",6,0.3755274,"yes","no"
7.2,150,63,45,1,"slack_work","no","no","female","yes","yes","yes","no","no",10,0.5422535,"no","no"
8.9,189,74,26,5,"other","no","no","male","yes","yes","no","no","no",5,0.5215687,"no","yes"
5.1,166,93,31,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",8,0.1632653,"yes","no"
7.6,115,11,20,1,"slack_work","no","no","male","yes","no","no","yes","no",1,0.5897436,"no","no"
5.7,241,23,44,4,"slack_work","yes","yes","female","yes","yes","yes","yes","no",6,0.5192308,"no","yes"
5.8,166,93,45,5,"slack_work","no","no","female","yes","yes","yes","no","no",6,0.3943662,"no","no"
5.9,185,44,28,6,"slack_work","no","yes","male","yes","no","yes","no","no",4,0.37,"yes","yes"
11,179,35,29,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.4982079,"yes","yes"
8,143,42,50,31,"other","no","no","male","yes","yes","no","no","no",4,0.3676093,"yes","no"
5.3,175,56,37,4,"other","no","no","male","yes","yes","yes","no","no",5,0.3891403,"yes","no"
15,223,55,29,1,"other","no","no","male","yes","no","yes","no","no",3,0.4459459,"no","yes"
6.4,96,32,48,1,"slack_work","yes","no","female","yes","yes","no","no","no",6,0.556338,"yes","no"
6.8,181,81,27,1,"other","no","no","male","yes","yes","yes","no","no",7,0.4914089,"yes","yes"
6.6,291,22,43,2,"other","no","no","male","yes","yes","yes","no","no",10,0.2911392,"yes","yes"
9.9,197,34,20,1,"slack_work","no","no","male","yes","no","no","yes","no",4,0.4875,"no","no"
5.6,190,93,52,7,"slack_work","no","no","male","yes","yes","no","no","no",9,0.2915888,"yes","no"
7.2,260,21,61,31,"other","no","yes","male","yes","yes","yes","yes","no",10,0.3875236,"yes","yes"
5.7,203,22,47,4,"slack_work","no","no","female","yes","yes","no","no","no",4,0.6,"yes","yes"
6.8,125,57,37,1,"other","no","no","female","yes","yes","no","yes","no",4,0.5,"yes","yes"
4.1,171,11,41,12,"slack_work","no","no","female","yes","no","yes","yes","no",8,0.5174825,"no","yes"
5.6,190,93,29,4,"slack_work","no","no","female","yes","yes","no","yes","yes",9,0.4230769,"yes","no"
10.4,196,35,35,8,"other","no","no","male","yes","yes","no","no","no",2,0.3925926,"yes","no"
5.6,190,93,30,8,"slack_work","yes","no","female","yes","yes","yes","yes","no",9,0.3945946,"yes","yes"
3.6,154,13,44,10,"slack_work","no","no","male","yes","no","yes","yes","no",6,0.2570423,"yes","yes"
3.6,154,13,40,1,"slack_work","no","no","female","yes","no","no","no","no",6,0.5,"yes","no"
7.2,168,12,49,1,"slack_work","no","no","male","yes","yes","yes","yes","no",10,0.3367089,"no","yes"
7.5,115,58,36,7,"other","no","no","male","yes","yes","yes","yes","yes",2,0.410596,"yes","yes"
