"smsa66","smsa76","nearc2","nearc4","nearc4a","nearc4b","ed76","ed66","age76","daded","nodaded","momed","nomomed","momdad14","sinmom14","step14","south66","south76","lwage76","famed","black","wage76","enroll76","kww","iqscore","mar76","libcrd14","exp76"
"no","no","no","no","no","no",10,9,27,9.94,"yes",6,"yes","no","no","no","yes","yes",5.888878,9,"no",361,"no",28,86,"4","yes",11
"no","no","no","no","no","no",9,9,27,8,"no",7,"no","yes","no","no","yes","yes",5.703783,8,"no",300,"no",37,96,"yes","no",12
"no","no","no","no","no","no",12,12,28,9,"no",12,"no","yes","no","no","yes","yes",6.324359,6,"no",558,"no",36,90,"yes","no",10
"no","no","no","no","no","no",16,11,28,8,"no",5,"no","yes","no","no","yes","yes",6.152733,8,"yes",470,"no",31,NA,"yes","no",6
"no","no","no","no","no","no",12,12,34,3,"no",5,"no","yes","no","no","yes","yes",6.186209,8,"no",486,"no",33,86,"4","no",16
"no","no","no","no","no","no",12,11,26,9.94,"yes",10.25,"yes","no","no","yes","yes","yes",6.39693,9,"no",600,"no",37,102,"yes","no",8
"no","no","no","no","no","no",11,8,34,9.94,"yes",4,"yes","yes","no","no","yes","yes",5.894403,9,"yes",363,"no",27,NA,"yes","no",17
"no","yes","no","no","no","no",10,7,24,1,"no",4,"no","yes","no","no","yes","yes",5.298317,8,"yes",200,"no",14,NA,NA,"no",8
"no","no","no","no","no","no",8,8,30,9.94,"yes",10.25,"yes","no","no","no","yes","yes",4.955827,9,"yes",142,"no",12,NA,"yes","no",16
"no","no","no","no","no","no",12,8,33,2,"no",2,"no","yes","no","no","yes","yes",6.104793,8,"no",448,"yes",33,NA,"yes","no",15
"no","no","yes","no","no","no",11,10,29,9.94,"yes",1,"yes","yes","no","no","yes","yes",5.703783,9,"yes",300,"no",20,NA,"6","no",12
"no","yes","yes","no","no","no",12,12,31,9.94,"yes",12,"yes","yes","no","no","yes","no",6.559615,4,"no",706,"no",45,NA,"yes","yes",13
"no","yes","yes","no","no","no",12,10,26,9.94,"yes",12,"yes","no","yes","no","yes","no",6.280396,4,"no",534,"no",43,101,"yes","no",8
"no","no","yes","no","no","no",13,13,29,5,"no",10.25,"no","yes","no","no","yes","yes",5.560682,9,"yes",260,"no",27,NA,"yes","no",10
"no","yes","yes","no","no","no",12,7,26,6,"no",7,"no","yes","no","no","yes","no",6.514713,8,"yes",675,"no",25,NA,"yes","no",8
"no","no","yes","no","no","no",7,7,31,1,"no",3,"no","no","no","yes","yes","yes",5.560682,8,"yes",260,"no",16,NA,"4","no",18
"no","no","yes","no","no","no",10,9,34,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.703783,9,"yes",300,"no",31,NA,"4","no",18
"no","yes","yes","no","no","no",16,11,27,14,"no",13,"no","yes","no","no","yes","yes",7.102499,1,"no",1215,"yes",40,84,"6","yes",5
"no","no","yes","no","no","no",17,12,28,12,"no",12,"no","yes","no","no","yes","yes",6.357842,3,"no",577,"no",37,116,"yes","no",5
"no","no","yes","no","no","no",14,11,27,9.94,"yes",10,"yes","no","yes","no","yes","yes",5.521461,9,"yes",250,"no",26,99,"6","no",7
"no","yes","yes","no","no","no",10,8,30,9.94,"yes",8,"yes","no","yes","no","yes","no",5.976351,9,"yes",394,"no",20,NA,"6","no",14
"no","no","yes","no","no","no",8,7,24,4,"no",8,"no","yes","no","no","yes","yes",5.616771,8,"yes",275,"no",10,NA,"yes","no",10
"no","no","yes","no","no","no",9,9,32,5,"no",5,"no","yes","no","no","yes","yes",5.416101,8,"yes",225,"no",14,NA,"yes","no",17
"no","no","yes","no","no","no",7,6,25,3,"no",4,"no","yes","no","no","yes","yes",5.616771,8,"yes",275,"no",18,NA,"6","no",12
"no","no","yes","no","no","no",9,8,30,7,"no",8,"no","yes","no","no","yes","yes",5.874931,8,"yes",356,"no",14,NA,"6","no",15
"no","yes","yes","no","no","no",12,9,25,7,"no",12,"no","yes","no","no","yes","no",6.785588,6,"yes",885,"no",26,NA,"yes","no",7
"no","yes","yes","no","no","no",16,8,24,7,"no",12,"no","yes","no","no","yes","yes",5.257495,6,"yes",192,"no",12,NA,"6","no",2
"no","no","yes","no","no","no",7,7,29,9.94,"yes",2,"yes","no","yes","no","yes","yes",6.040255,9,"yes",420,"no",19,NA,"2","no",16
"no","no","yes","no","no","no",7,7,33,9.94,"yes",2,"yes","no","yes","no","yes","yes",5.926926,9,"yes",375,"no",14,NA,"yes","no",20
"no","no","yes","no","no","no",7,7,31,9.94,"yes",2,"yes","no","yes","no","yes","yes",5.897154,9,"yes",364,"no",NA,NA,"yes","no",18
"no","no","yes","no","no","no",12,10,26,12,"no",11,"no","yes","no","no","yes","yes",5.991465,5,"no",400,"no",37,107,"yes","no",8
"no","yes","yes","no","no","no",12,11,26,10,"no",9,"no","yes","no","no","yes","yes",5.866468,7,"yes",353,"no",22,NA,"yes","no",8
"no","no","yes","no","no","no",13,12,29,12,"no",14,"no","yes","no","no","yes","yes",5.703783,2,"no",300,"no",40,116,"yes","no",10
"no","yes","yes","no","no","no",15,9,25,9,"no",11,"no","yes","no","no","yes","yes",6.030685,7,"no",416,"no",33,109,"yes","no",4
"no","no","yes","no","no","no",11,10,26,9.94,"yes",10,"yes","no","yes","no","yes","yes",6.39693,9,"yes",600,"no",19,NA,"yes","no",9
"no","yes","yes","no","no","no",13,12,29,3,"no",8,"no","yes","no","no","yes","no",6.880384,8,"yes",973,"yes",29,NA,"yes","yes",10
"no","no","yes","no","no","no",5,5,29,2,"no",10.25,"no","no","no","no","yes","yes",5.438079,9,"yes",230,"no",10,NA,"yes","no",18
"no","no","yes","no","no","no",12,6,27,2,"no",10.25,"no","no","no","no","yes","yes",5.739793,9,"yes",311,"no",20,NA,"yes","no",9
"no","no","yes","no","no","no",8,8,31,3,"no",6,"no","yes","no","no","yes","yes",5.613128,8,"yes",274,"no",31,NA,"yes","no",17
"no","yes","yes","no","no","no",11,7,27,9.94,"yes",10.25,"yes","no","no","no","yes","no",5.991465,9,"yes",400,"no",29,NA,"6","yes",10
"no","no","yes","no","no","no",8,6,26,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.298317,9,"yes",200,"no",24,NA,"6","no",12
"no","no","yes","no","no","no",13,9,26,6,"no",8,"no","yes","no","no","yes","yes",6.075346,8,"yes",435,"no",23,NA,"yes","no",7
"no","no","yes","no","no","no",6,5,29,1,"no",5,"no","yes","no","no","yes","yes",5.438079,8,"yes",230,"no",8,NA,"yes","no",17
"no","yes","yes","no","no","no",6,6,30,9.94,"yes",8,"yes","no","yes","no","yes","no",6.594413,9,"yes",731,"no",23,NA,"yes","no",18
"no","no","yes","no","no","no",10,6,33,8,"no",8,"no","yes","no","no","yes","yes",5.598422,8,"yes",270,"no",16,NA,"yes","no",17
"no","no","yes","no","no","no",8,8,26,4,"no",8,"no","yes","no","no","yes","yes",5.170484,8,"yes",176,"no",18,NA,"yes","no",12
"no","no","yes","no","no","no",12,8,25,4,"no",8,"no","yes","no","no","yes","yes",5.521461,8,"yes",250,"no",14,NA,"yes","no",7
"no","no","yes","no","no","no",10,8,30,9.94,"yes",10,"yes","yes","no","no","yes","yes",5.808143,9,"yes",333,"no",25,NA,"yes","no",14
"no","yes","yes","no","no","no",12,8,25,8,"no",16,"no","no","no","yes","yes","no",6.082219,6,"yes",438,"no",42,NA,"6","no",7
"no","yes","yes","no","no","no",16,11,26,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",6.059123,9,"yes",428,"no",18,NA,"yes","no",4
"no","yes","yes","no","no","no",16,13,29,8,"no",12,"no","yes","no","no","yes","yes",6.60665,6,"no",740,"no",31,76,"yes","no",7
"no","yes","yes","no","no","no",12,9,26,9.94,"yes",8,"yes","no","yes","no","yes","no",6.55108,9,"yes",700,"no",24,NA,"yes","no",8
"no","no","yes","no","no","no",12,7,24,4,"no",7,"no","no","no","yes","yes","yes",5.501258,8,"yes",245,"no",10,NA,"6","no",6
"no","no","yes","no","no","no",12,6,26,2,"no",8,"no","yes","no","no","yes","yes",5.438079,8,"yes",230,"no",16,NA,"6","no",8
"no","no","yes","no","no","no",15,14,29,5,"no",12,"no","yes","no","no","yes","yes",5.609472,6,"yes",273,"no",27,72,"yes","no",8
"no","yes","yes","no","no","no",14,12,28,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.448889,9,"yes",632,"no",31,105,"yes","no",8
"no","yes","yes","no","no","no",16,9,25,8,"no",12,"no","yes","no","no","yes","no",5.666427,6,"yes",289,"no",23,65,"yes","yes",3
"no","no","yes","no","no","no",8,8,32,9.94,"yes",5,"yes","no","yes","no","yes","yes",5.703783,9,"yes",300,"no",22,NA,"yes","no",18
"no","no","yes","no","no","no",10,8,29,9.94,"yes",5,"yes","no","yes","no","yes","yes",5.438079,9,"yes",230,"no",14,NA,"yes","no",13
"no","no","yes","no","no","no",8,8,30,9.94,"yes",5,"yes","no","yes","no","yes","yes",5.978886,9,"yes",395,"no",28,NA,"yes","no",16
"no","no","yes","no","no","no",9,8,24,5,"no",5,"no","yes","no","no","yes","yes",6.349139,8,"yes",572,"no",8,NA,"6","no",9
"no","yes","yes","no","no","no",17,14,30,8,"no",8,"no","yes","no","no","yes","no",6.437752,8,"yes",625,"no",30,NA,"6","no",7
"no","yes","yes","no","no","no",16,9,25,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.309918,9,"yes",550,"no",22,NA,"6","no",3
"no","no","yes","no","no","no",9,9,26,8,"no",8,"no","yes","no","no","yes","yes",5.521461,8,"yes",250,"no",21,NA,"yes","no",11
"no","no","yes","no","no","no",8,8,27,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.894403,9,"no",363,"no",30,NA,"yes","no",13
"no","no","yes","no","no","no",14,13,34,4,"no",12,"no","yes","no","no","yes","yes",4.60517,6,"yes",100,"no",26,NA,"yes","no",14
"yes","yes","yes","no","no","no",12,9,33,9.94,"yes",10.25,"yes","no","no","yes","no","no",5.857933,9,"yes",350,"no",18,NA,"yes","no",15
"no","no","yes","no","no","no",10,6,25,9.94,"yes",6,"yes","yes","no","no","yes","yes",5.669881,9,"yes",290,"no",18,NA,"6","no",9
"no","no","yes","no","no","no",4,2,32,9.94,"yes",4,"yes","no","yes","no","yes","yes",5.521461,9,"yes",250,"no",NA,NA,"5","no",22
"yes","yes","yes","no","no","no",8,8,33,9.94,"yes",3,"yes","no","yes","no","yes","yes",6.725034,9,"yes",833,"no",22,NA,"yes","no",19
"no","yes","yes","no","no","no",10,7,25,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.075346,9,"yes",435,"no",20,NA,"yes","no",9
"yes","yes","yes","no","no","no",12,10,27,9.94,"yes",10.25,"yes","no","no","no","no","no",5.808143,9,"yes",333,"no",26,98,"6","yes",9
"no","no","no","no","no","no",12,10,26,9.94,"yes",12,"yes","no","yes","no","yes","yes",5.723585,4,"no",306,"no",27,93,"2","no",8
"no","no","no","no","no","no",18,16,33,7,"no",7,"no","yes","no","no","yes","yes",6.350886,8,"no",573,"no",43,108,"yes","no",9
"yes","yes","no","no","no","no",12,8,25,10,"no",6,"no","yes","no","no","yes","yes",5.662961,8,"no",288,"no",19,NA,"6","no",7
"no","yes","no","no","no","no",12,10,28,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.137727,9,"yes",463,"no",12,74,"2","no",10
"no","no","no","no","no","no",12,12,34,7,"no",12,"no","yes","no","no","yes","yes",5.963579,6,"no",389,"no",40,107,"yes","no",16
"no","no","no","no","no","no",16,16,32,14,"no",12,"no","yes","no","no","yes","yes",7.008505,2,"no",1106,"no",48,110,"4","no",10
"yes","yes","no","no","no","no",16,9,24,9,"no",10,"no","yes","no","no","yes","yes",5.501258,7,"no",245,"no",34,114,"4","no",2
"yes","yes","no","no","no","no",12,8,25,9.94,"yes",12,"yes","yes","no","no","yes","yes",5.880533,4,"no",358,"no",28,NA,"yes","no",7
"yes","yes","no","no","no","no",8,8,34,7,"no",8,"no","yes","no","no","yes","yes",5.877736,8,"no",357,"no",34,NA,"yes","yes",20
"no","no","no","no","no","no",12,12,30,6,"no",6,"no","yes","no","no","yes","yes",5.991465,8,"yes",400,"no",24,72,"yes","no",12
"no","no","no","no","no","no",10,9,25,12,"no",9,"no","yes","no","no","yes","yes",5.703783,5,"no",300,"no",38,117,"4","no",9
"no","yes","no","no","no","no",16,12,27,15,"no",15,"no","yes","no","no","yes","yes",6.315358,1,"no",553,"yes",42,107,"yes","yes",5
"no","no","no","no","no","no",8,8,31,4,"no",10,"no","yes","no","no","yes","yes",5.703783,8,"no",300,"no",29,NA,"yes","no",17
"no","yes","no","no","no","no",7,7,30,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.109248,9,"no",450,"no",14,NA,"yes","no",17
"no","no","no","no","no","no",12,10,25,7,"no",9,"no","yes","no","no","yes","yes",6.013715,8,"no",409,"no",29,114,"yes","no",7
"yes","yes","no","no","no","no",14,8,24,14,"no",14,"no","yes","no","no","yes","yes",5.521461,1,"no",250,"no",26,NA,"6","yes",4
"yes","yes","no","no","no","no",16,9,24,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.820083,9,"no",337,"no",24,107,"yes","yes",2
"yes","yes","no","no","no","no",16,8,24,12,"no",12,"no","yes","no","no","yes","yes",5.634789,3,"no",280,"no",34,NA,"6","yes",2
"yes","yes","no","no","no","no",13,9,24,12,"no",10,"no","yes","no","no","yes","yes",6.259582,5,"no",523,"no",35,120,"4","yes",5
"yes","yes","no","no","no","no",16,9,26,12,"no",12,"no","yes","no","no","yes","yes",6.240276,3,"no",513,"no",34,97,"yes","yes",4
"yes","yes","no","no","no","no",14,12,31,8,"no",14,"no","yes","no","no","yes","yes",6.53814,6,"no",691,"no",46,130,"yes","yes",11
"yes","no","no","no","no","no",16,12,27,12,"no",12,"no","no","no","no","yes","no",6.052089,3,"no",425,"no",38,107,"6","yes",5
"yes","yes","no","no","no","no",13,8,24,16,"no",12,"no","no","no","yes","yes","yes",5.888878,2,"no",361,"yes",40,NA,"6","yes",5
"yes","no","no","no","no","no",12,9,24,5,"no",12,"no","yes","no","no","yes","no",6.295266,6,"no",542,"no",31,100,"yes","no",6
"yes","yes","no","no","no","no",12,12,32,6,"no",12,"no","yes","no","no","yes","yes",6.645091,6,"no",769,"no",33,NA,"yes","no",14
"yes","yes","no","no","no","no",12,9,25,9.94,"yes",11,"yes","no","yes","no","yes","yes",6.224558,9,"no",505,"no",37,103,"yes","yes",7
"yes","yes","no","no","no","no",17,10,25,12,"no",10,"no","yes","no","no","yes","yes",6.381816,5,"no",591,"yes",46,108,"6","yes",2
"yes","yes","no","no","no","no",16,9,25,14,"no",13,"no","yes","no","no","yes","yes",6.037871,1,"no",419,"no",29,111,"6","yes",3
"yes","yes","no","no","no","no",16,10,26,12,"no",12,"no","yes","no","no","yes","yes",5.926926,3,"no",375,"no",36,114,"4","yes",4
"yes","yes","no","no","no","no",17,11,26,12,"no",2,"no","yes","no","no","yes","yes",5.910797,5,"no",369,"yes",37,112,"5","yes",3
"yes","yes","no","no","no","no",11,10,26,8,"no",8,"no","yes","no","no","yes","yes",6.082219,8,"no",438,"no",31,95,"yes","no",9
"yes","yes","no","no","no","no",17,15,29,8,"no",13,"no","yes","no","no","yes","no",6.428105,6,"no",619,"yes",39,138,"6","yes",6
"yes","yes","no","no","no","no",16,16,33,13,"no",12,"no","yes","no","no","yes","yes",6.453625,2,"no",635,"no",47,96,"4","yes",11
"yes","yes","no","no","no","no",12,10,26,10,"no",11,"no","yes","no","no","yes","yes",6.214608,7,"no",500,"no",31,105,"yes","yes",8
"yes","yes","no","no","no","no",12,12,32,10,"no",11,"no","yes","no","no","yes","yes",6.774224,7,"no",875,"no",39,98,"yes","yes",14
"yes","yes","no","no","no","no",17,16,34,10,"no",14,"no","yes","no","no","yes","yes",6.453625,6,"no",635,"no",43,NA,"yes","yes",11
"yes","no","no","no","no","no",14,9,24,18,"no",12,"no","yes","no","no","yes","no",5.746203,2,"no",313,"yes",36,NA,"yes","yes",4
"no","no","no","no","no","no",15,8,24,16,"no",12,"no","yes","no","no","yes","yes",5.857933,2,"no",350,"no",45,NA,"4","no",3
"no","no","no","no","no","no",9,7,24,7,"no",11,"no","yes","no","no","yes","yes",6.753438,8,"no",857,"no",22,NA,"5","no",9
"yes","no","no","no","no","no",11,11,31,9.94,"yes",8,"yes","no","yes","no","yes","yes",5.298317,9,"yes",200,"no",30,62,"6","yes",14
"no","yes","no","no","no","no",12,8,24,9.94,"yes",10.25,"yes","no","no","no","yes","no",5.948035,9,"yes",383,"no",30,NA,"yes","no",6
"no","no","no","no","no","no",12,12,30,9.94,"yes",8,"yes","yes","no","no","yes","yes",5.501258,9,"yes",245,"no",38,67,"3","no",12
"no","no","no","no","no","no",12,12,32,7,"no",10.25,"no","yes","no","no","yes","yes",6.694562,9,"yes",808,"no",28,83,"yes","no",14
"yes","no","no","no","no","no",18,15,33,6,"no",10,"no","yes","no","no","no","yes",6.135565,8,"yes",462,"no",27,NA,"yes","yes",9
"no","no","no","no","no","no",16,13,29,3,"no",7,"no","yes","no","no","yes","yes",6.357842,8,"yes",577,"no",28,NA,"yes","yes",7
"no","yes","no","no","no","no",17,16,31,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.226537,9,"yes",506,"no",44,NA,"yes","no",8
"no","no","no","no","no","no",17,12,28,13,"no",12,"no","yes","no","no","yes","yes",6.869014,2,"no",962,"no",28,97,"6","yes",5
"no","yes","no","no","no","no",16,11,26,13,"no",12,"no","yes","no","no","yes","yes",6.610696,2,"no",743,"no",29,112,"yes","yes",4
"no","yes","no","no","no","no",12,9,24,9.94,"yes",9,"yes","no","yes","no","yes","yes",6.109248,9,"no",450,"no",31,102,"6","yes",6
"no","no","no","no","no","no",11,11,27,7,"no",8,"no","yes","no","no","yes","yes",6.165418,8,"yes",476,"no",22,NA,"yes","no",10
"no","no","no","no","no","no",9,8,25,7,"no",8,"no","yes","no","no","yes","yes",4.812184,8,"yes",123,"no",18,NA,"6","no",10
"no","yes","no","no","no","no",11,11,32,3,"no",0,"no","yes","no","no","yes","yes",6.677083,8,"yes",794,"no",30,70,"yes","no",15
"no","no","no","no","no","no",10,8,25,12,"no",5,"no","yes","no","no","yes","yes",5.298317,5,"yes",200,"no",22,NA,"yes","no",9
"no","no","no","no","no","no",14,14,32,8,"no",8,"no","yes","no","no","yes","yes",6.135565,8,"no",462,"no",40,92,"yes","yes",12
"no","no","no","no","no","no",10,10,29,16,"no",5,"no","yes","no","no","yes","yes",5.416101,5,"no",225,"no",34,90,"yes","yes",13
"no","yes","no","no","no","no",13,13,28,9.94,"yes",10,"yes","yes","no","no","yes","yes",6.357842,9,"no",577,"no",25,83,"yes","yes",9
"no","no","no","no","no","no",8,8,32,9.94,"yes",10.25,"yes","no","yes","no","yes","yes",5.192957,9,"yes",180,"no",24,NA,"yes","no",18
"no","no","no","no","no","no",9,6,31,9.94,"yes",1,"yes","no","yes","no","yes","no",5.783825,9,"yes",325,"no",20,NA,"6","no",16
"no","no","no","no","no","no",7,6,28,9.94,"yes",1,"yes","no","yes","no","yes","yes",6.013715,9,"yes",409,"no",20,NA,"6","no",15
"no","no","no","no","no","no",10,10,25,2,"no",8,"no","yes","no","no","yes","yes",5.298317,8,"yes",200,"no",17,75,"yes","no",9
"yes","no","no","no","no","no",16,13,29,11,"no",16,"no","yes","no","no","yes","yes",6.289716,6,"no",539,"no",36,95,"yes","yes",7
"no","no","no","no","no","no",16,12,28,12,"no",12,"no","yes","no","no","yes","yes",5.869297,3,"no",354,"no",46,104,"yes","no",6
"no","no","no","no","no","no",11,11,28,12,"no",15,"no","yes","no","no","yes","yes",5.521461,2,"no",250,"no",24,85,"5","yes",11
"no","no","no","no","no","no",16,12,28,9,"no",12,"no","yes","no","no","yes","yes",6.54103,6,"no",693,"no",41,114,"yes","yes",6
"no","no","no","no","no","no",12,11,28,8,"no",12,"no","no","no","no","yes","yes",6.040255,6,"no",420,"no",27,82,"yes","yes",10
"no","yes","no","no","no","no",12,12,33,16,"no",16,"no","yes","no","no","yes","yes",5.902633,1,"no",366,"no",32,65,"yes","no",15
"no","no","no","no","no","no",11,6,24,4,"no",7,"no","yes","no","no","yes","yes",5.860786,8,"no",351,"no",26,NA,"yes","no",7
"no","yes","no","no","no","no",16,15,31,8,"no",8,"no","yes","no","no","yes","yes",6.816736,8,"no",913,"no",45,113,"yes","yes",9
"no","no","no","no","no","no",13,12,28,9,"no",16,"no","yes","no","no","yes","yes",6.802395,6,"no",900,"no",40,NA,"yes","no",9
"no","no","no","no","no","no",7,7,26,2,"no",7,"no","yes","no","no","yes","yes",5.703783,8,"no",300,"no",21,NA,"yes","no",13
"no","no","no","no","no","no",10,10,27,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.726848,9,"no",307,"no",38,NA,"yes","no",11
"no","yes","no","no","no","no",7,7,27,9.94,"yes",8,"yes","no","no","yes","yes","yes",6.163315,9,"no",475,"no",28,NA,"yes","no",14
"no","no","no","no","no","no",11,10,28,9.94,"yes",9,"yes","no","yes","no","yes","yes",5.828946,9,"yes",340,"no",23,100,"4","no",11
"yes","yes","no","no","no","no",9,9,29,5,"no",5,"no","yes","no","no","yes","yes",6.137727,8,"yes",463,"no",30,68,"yes","no",14
"no","no","no","no","no","no",12,12,30,9.94,"yes",2,"yes","yes","no","no","yes","yes",5.298317,9,"yes",200,"no",20,76,"yes","no",12
"no","no","no","no","no","no",15,9,24,8,"no",8,"no","yes","no","no","yes","yes",5.752573,8,"yes",315,"no",23,101,"6","yes",3
"no","no","no","no","no","no",16,14,30,5,"no",8,"no","no","no","yes","yes","yes",6.437752,8,"yes",625,"no",35,78,"yes","yes",8
"no","no","no","no","no","no",12,12,30,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.537334,9,"yes",254,"no",27,72,"5","yes",12
"no","no","no","no","no","no",9,9,27,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.109248,9,"no",450,"no",32,75,"yes","yes",12
"no","no","no","no","no","no",12,9,24,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.926926,9,"yes",375,"no",27,NA,"yes","yes",6
"no","yes","no","no","no","no",12,10,26,0,"no",7,"no","yes","no","no","yes","no",5.703783,8,"yes",300,"no",30,NA,"yes","yes",8
"no","no","no","no","no","no",12,11,26,8,"no",10,"no","yes","no","no","yes","yes",5.897154,8,"yes",364,"no",30,NA,"5","yes",8
"no","yes","no","no","no","no",18,12,27,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.620073,9,"yes",750,"no",39,NA,"yes","yes",3
"no","yes","no","no","no","no",15,12,28,3,"no",8,"no","yes","no","no","yes","yes",6.378426,8,"yes",589,"no",36,NA,"yes","yes",7
"no","yes","no","no","no","no",10,8,31,0,"no",2,"no","yes","no","no","yes","yes",5.57973,8,"yes",265,"no",26,NA,"yes","yes",15
"no","yes","no","no","no","no",9,6,25,0,"no",2,"no","yes","no","no","yes","yes",5.703783,8,"yes",300,"no",10,NA,"5","yes",10
"no","no","no","no","no","no",6,6,33,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.966147,9,"yes",390,"no",21,NA,"yes","no",21
